event_id,customer_id,amount,event_type,bank,error_code,product_id,payment_method
E00059,C0951,11254.8,SUBSCRIPTION_FAILED,Bank_D,E23,P005,CARD
E00060,C0641,17368.25,PAYMENT_FAILED,Bank_C,E23,P001,NETBANKING
E00061,C0237,4980.22,INVOICE_OVERDUE,Bank_B,E17,P001,WALLET
E00062,C0247,15487.16,PAYMENT_FAILED,Bank_D,E23,P003,WALLET
E00063,C0974,852.64,CHECKOUT_ABANDONED,Bank_A,E42,P005,NETBANKING
E00064,C0912,4795.59,INVOICE_OVERDUE,Bank_B,E17,P016,UPI
E00065,C0762,16419.46,CHECKOUT_ABANDONED,Bank_A,E17,P010,CARD
E00066,C0659,874.96,SUBSCRIPTION_FAILED,Bank_B,E42,P001,WALLET
E00067,C0258,23625.34,INVOICE_OVERDUE,Bank_D,E42,P017,WALLET
E00068,C0675,17090.62,INVOICE_OVERDUE,Bank_C,E42,P001,UPI
E00069,C0417,9959.51,INVOICE_OVERDUE,Bank_C,E11,P008,CARD
E00070,C0898,2969.06,INVOICE_OVERDUE,Bank_A,E11,P019,CARD
E00071,C0970,9942.22,INVOICE_OVERDUE,Bank_A,E17,P002,NETBANKING
E00072,C0075,9034.25,PAYMENT_FAILED,Bank_D,E17,P004,UPI
E00073,C0920,10875.04,CHECKOUT_ABANDONED,Bank_A,E42,P003,UPI
E00074,C0664,19522.12,PAYMENT_FAILED,Bank_D,E17,P005,WALLET
E00075,C0798,6336.79,PAYMENT_FAILED,Bank_A,E23,P017,UPI
E00076,C0019,7792.06,CHECKOUT_ABANDONED,Bank_A,E42,P017,WALLET
E00077,C0796,9195.18,INVOICE_OVERDUE,Bank_A,E23,P014,NETBANKING
E00078,C0069,2540.47,SUBSCRIPTION_FAILED,Bank_C,E17,P003,WALLET
E00079,C0144,23681.77,INVOICE_OVERDUE,Bank_C,E11,P007,UPI
E00080,C0133,13963.46,CHECKOUT_ABANDONED,Bank_B,E23,P003,NETBANKING
E00081,C0074,4003.3,SUBSCRIPTION_FAILED,Bank_A,E42,P012,UPI
E00082,C0393,5953.12,PAYMENT_FAILED,Bank_C,E17,P018,NETBANKING
E00083,C0648,6214.09,PAYMENT_FAILED,Bank_A,E11,P016,UPI
E00084,C0301,22738.5,SUBSCRIPTION_FAILED,Bank_D,E11,P004,WALLET
E00085,C0167,9760.7,PAYMENT_FAILED,Bank_C,E23,P010,CARD
E00086,C0220,778.16,PAYMENT_FAILED,Bank_B,E23,P020,WALLET
E00087,C0973,18778.1,SUBSCRIPTION_FAILED,Bank_C,E11,P017,UPI
E00088,C0685,20151.68,CHECKOUT_ABANDONED,Bank_B,E11,P013,UPI
E00089,C0229,24827.64,PAYMENT_FAILED,Bank_D,E17,P004,NETBANKING
E00090,C0526,15920.27,SUBSCRIPTION_FAILED,Bank_A,E17,P015,NETBANKING
E00091,C0953,22578.37,SUBSCRIPTION_FAILED,Bank_B,E17,P011,WALLET
E00092,C0668,11663.59,CHECKOUT_ABANDONED,Bank_A,E42,P008,CARD
E00093,C0540,6120.17,CHECKOUT_ABANDONED,Bank_B,E42,P005,UPI
E00094,C0929,13634.36,SUBSCRIPTION_FAILED,Bank_C,E17,P020,UPI
E00095,C0390,2366.91,CHECKOUT_ABANDONED,Bank_A,E11,P018,NETBANKING
E00096,C0798,2527.34,CHECKOUT_ABANDONED,Bank_A,E42,P018,NETBANKING
E00097,C0146,19551.26,PAYMENT_FAILED,Bank_C,E42,P015,UPI
E00098,C0795,24262.9,PAYMENT_FAILED,Bank_A,E42,P017,UPI
E00099,C0823,7198.47,SUBSCRIPTION_FAILED,Bank_A,E23,P006,WALLET
E00100,C0023,22872.56,CHECKOUT_ABANDONED,Bank_C,E11,P005,UPI
E00101,C0457,6406.58,PAYMENT_FAILED,Bank_B,E23,P014,UPI
E00102,C0488,22016.41,CHECKOUT_ABANDONED,Bank_A,E42,P002,WALLET
E00103,C0118,13247.54,CHECKOUT_ABANDONED,Bank_C,E17,P003,NETBANKING
E00104,C0734,14242.98,INVOICE_OVERDUE,Bank_A,E17,P017,WALLET
E00105,C0578,15697.58,PAYMENT_FAILED,Bank_C,E23,P011,NETBANKING
E00106,C0098,9089.4,CHECKOUT_ABANDONED,Bank_D,E42,P018,CARD
E00107,C0166,9032.26,CHECKOUT_ABANDONED,Bank_C,E23,P001,WALLET
E00108,C0133,21627.91,CHECKOUT_ABANDONED,Bank_B,E23,P004,CARD
E00109,C0069,2122.78,INVOICE_OVERDUE,Bank_B,E11,P002,CARD
E00110,C0971,14701.42,SUBSCRIPTION_FAILED,Bank_A,E42,P019,NETBANKING
E00111,C0912,10307.36,SUBSCRIPTION_FAILED,Bank_A,E42,P008,WALLET
E00112,C0667,21920.78,SUBSCRIPTION_FAILED,Bank_A,E42,P018,UPI
E00113,C0682,8954.52,PAYMENT_FAILED,Bank_C,E11,P006,UPI
E00114,C0078,9424.61,CHECKOUT_ABANDONED,Bank_A,E42,P013,NETBANKING
E00115,C0056,17350.73,PAYMENT_FAILED,Bank_A,E23,P011,NETBANKING
E00116,C0625,20251.93,INVOICE_OVERDUE,Bank_A,E17,P003,UPI
E00117,C0474,12370.81,INVOICE_OVERDUE,Bank_C,E23,P014,WALLET
E00118,C0007,6684.71,SUBSCRIPTION_FAILED,Bank_B,E17,P003,NETBANKING
E00119,C0506,3125.71,INVOICE_OVERDUE,Bank_C,E23,P006,NETBANKING
E00120,C0714,9743.46,SUBSCRIPTION_FAILED,Bank_D,E11,P007,UPI
E00121,C0145,3434.17,CHECKOUT_ABANDONED,Bank_B,E17,P013,WALLET
E00122,C0111,12711.83,PAYMENT_FAILED,Bank_B,E23,P004,NETBANKING
E00123,C0595,11075.66,INVOICE_OVERDUE,Bank_C,E42,P010,UPI
E00124,C0952,14484.07,INVOICE_OVERDUE,Bank_D,E17,P013,CARD
E00125,C0582,6020.65,CHECKOUT_ABANDONED,Bank_A,E11,P016,WALLET
E00126,C0823,4747.65,CHECKOUT_ABANDONED,Bank_A,E42,P009,NETBANKING
E00127,C0223,24568.28,PAYMENT_FAILED,Bank_C,E42,P006,CARD
E00128,C0881,20518.27,SUBSCRIPTION_FAILED,Bank_C,E42,P006,NETBANKING
E00129,C0435,14504.51,SUBSCRIPTION_FAILED,Bank_B,E23,P013,WALLET
E00130,C0225,10923.19,INVOICE_OVERDUE,Bank_B,E17,P020,UPI
E00131,C0805,7571.45,CHECKOUT_ABANDONED,Bank_A,E17,P011,NETBANKING
E00132,C0010,9546.15,PAYMENT_FAILED,Bank_C,E23,P005,NETBANKING
E00133,C0321,20341.92,INVOICE_OVERDUE,Bank_B,E11,P005,UPI
E00134,C0419,15349.5,INVOICE_OVERDUE,Bank_C,E23,P017,UPI
E00135,C0459,23356.98,CHECKOUT_ABANDONED,Bank_A,E42,P009,CARD
E00136,C0572,18179.12,INVOICE_OVERDUE,Bank_C,E11,P008,NETBANKING
E00137,C0165,20715.75,CHECKOUT_ABANDONED,Bank_B,E42,P005,NETBANKING
E00138,C0042,8246.82,INVOICE_OVERDUE,Bank_B,E17,P018,WALLET
E00139,C0422,11835.65,INVOICE_OVERDUE,Bank_D,E17,P001,NETBANKING
E00140,C0503,22539.58,PAYMENT_FAILED,Bank_A,E42,P002,CARD
E00141,C0646,3364.0,SUBSCRIPTION_FAILED,Bank_D,E23,P003,NETBANKING
E00142,C0669,19953.62,INVOICE_OVERDUE,Bank_B,E42,P001,WALLET
E00143,C0097,4216.03,PAYMENT_FAILED,Bank_C,E42,P005,NETBANKING
E00144,C0517,17994.57,CHECKOUT_ABANDONED,Bank_A,E42,P010,UPI
E00145,C0216,21238.08,SUBSCRIPTION_FAILED,Bank_A,E23,P020,WALLET
E00146,C0844,6116.66,PAYMENT_FAILED,Bank_A,E42,P013,CARD
E00147,C0811,13796.75,INVOICE_OVERDUE,Bank_A,E42,P005,WALLET
E00148,C0023,6070.1,CHECKOUT_ABANDONED,Bank_B,E42,P015,CARD
E00149,C0210,3908.35,PAYMENT_FAILED,Bank_D,E17,P001,NETBANKING
E00150,C0324,14345.76,INVOICE_OVERDUE,Bank_A,E42,P005,WALLET
E00151,C0378,14619.06,PAYMENT_FAILED,Bank_A,E42,P009,CARD
E00152,C0407,23176.43,PAYMENT_FAILED,Bank_B,E42,P001,CARD
E00153,C0825,3554.24,INVOICE_OVERDUE,Bank_B,E17,P001,NETBANKING
E00154,C0969,10275.57,SUBSCRIPTION_FAILED,Bank_C,E42,P009,CARD
E00155,C0244,3299.55,PAYMENT_FAILED,Bank_A,E17,P011,CARD
E00156,C0640,23002.14,CHECKOUT_ABANDONED,Bank_B,E23,P011,NETBANKING
E00157,C0180,14651.98,INVOICE_OVERDUE,Bank_C,E17,P006,UPI
E00158,C0666,7300.89,SUBSCRIPTION_FAILED,Bank_A,E11,P018,UPI
E00159,C0630,4142.24,PAYMENT_FAILED,Bank_A,E42,P008,UPI
E00160,C0891,18874.03,CHECKOUT_ABANDONED,Bank_D,E11,P019,CARD
E00161,C0144,9754.29,PAYMENT_FAILED,Bank_A,E42,P008,NETBANKING
E00162,C0502,13427.37,SUBSCRIPTION_FAILED,Bank_B,E23,P017,CARD
E00163,C0925,4957.24,INVOICE_OVERDUE,Bank_C,E23,P007,NETBANKING
E00164,C0993,13401.17,CHECKOUT_ABANDONED,Bank_B,E23,P018,NETBANKING
E00165,C0983,6720.27,SUBSCRIPTION_FAILED,Bank_A,E11,P008,CARD
E00166,C0264,16492.28,SUBSCRIPTION_FAILED,Bank_A,E23,P002,NETBANKING
E00167,C0912,20267.83,INVOICE_OVERDUE,Bank_B,E42,P004,WALLET
E00168,C0978,8437.76,SUBSCRIPTION_FAILED,Bank_A,E42,P007,CARD
E00169,C0915,3508.03,SUBSCRIPTION_FAILED,Bank_C,E11,P004,UPI
E00170,C0523,15806.65,SUBSCRIPTION_FAILED,Bank_B,E11,P010,NETBANKING
E00171,C0805,20851.04,INVOICE_OVERDUE,Bank_C,E23,P006,WALLET
E00172,C0506,5878.01,INVOICE_OVERDUE,Bank_A,E42,P012,WALLET
E00173,C0128,22416.53,SUBSCRIPTION_FAILED,Bank_A,E42,P017,CARD
E00174,C0281,17621.72,INVOICE_OVERDUE,Bank_A,E42,P007,UPI
E00175,C0029,3740.77,INVOICE_OVERDUE,Bank_C,E17,P013,CARD
E00176,C0042,13476.71,CHECKOUT_ABANDONED,Bank_C,E17,P004,UPI
E00177,C0588,12687.89,PAYMENT_FAILED,Bank_A,E42,P010,CARD
E00178,C0610,18438.52,CHECKOUT_ABANDONED,Bank_A,E23,P012,UPI
E00179,C0981,21033.62,PAYMENT_FAILED,Bank_C,E17,P014,WALLET
E00180,C0292,2528.57,PAYMENT_FAILED,Bank_A,E42,P019,CARD
E00181,C0113,9213.98,SUBSCRIPTION_FAILED,Bank_C,E42,P007,WALLET
E00182,C0406,23875.13,SUBSCRIPTION_FAILED,Bank_B,E23,P005,WALLET
E00183,C0244,4469.34,INVOICE_OVERDUE,Bank_D,E23,P011,UPI
E00184,C0450,15771.65,CHECKOUT_ABANDONED,Bank_A,E23,P009,UPI
E00185,C0042,17365.86,PAYMENT_FAILED,Bank_A,E11,P007,NETBANKING
E00186,C0102,24208.64,INVOICE_OVERDUE,Bank_A,E42,P002,WALLET
E00187,C0017,24071.42,SUBSCRIPTION_FAILED,Bank_D,E23,P010,UPI
E00188,C0339,23975.18,CHECKOUT_ABANDONED,Bank_C,E42,P008,NETBANKING
E00189,C0200,16112.17,CHECKOUT_ABANDONED,Bank_C,E11,P018,UPI
E00190,C0047,23629.45,PAYMENT_FAILED,Bank_C,E17,P010,WALLET
E00191,C0391,12093.65,PAYMENT_FAILED,Bank_C,E17,P014,NETBANKING
E00192,C0827,3324.41,INVOICE_OVERDUE,Bank_A,E23,P018,NETBANKING
E00193,C0615,13299.65,CHECKOUT_ABANDONED,Bank_C,E23,P017,CARD
E00194,C0131,12286.02,INVOICE_OVERDUE,Bank_C,E42,P005,NETBANKING
E00195,C0888,14524.48,INVOICE_OVERDUE,Bank_C,E23,P017,WALLET
E00196,C0493,13244.12,CHECKOUT_ABANDONED,Bank_A,E11,P010,WALLET
E00197,C0251,24763.36,CHECKOUT_ABANDONED,Bank_C,E23,P013,UPI
E00198,C0029,24949.39,SUBSCRIPTION_FAILED,Bank_A,E42,P017,UPI
E00199,C0239,21905.09,INVOICE_OVERDUE,Bank_D,E11,P010,CARD
E00200,C0689,18440.66,PAYMENT_FAILED,Bank_C,E42,P003,UPI
E00201,C0293,18031.06,INVOICE_OVERDUE,Bank_B,E17,P016,UPI
E00202,C0344,9916.0,SUBSCRIPTION_FAILED,Bank_C,E11,P004,WALLET
E00203,C0710,2690.57,PAYMENT_FAILED,Bank_A,E11,P007,WALLET
E00204,C0153,15528.58,CHECKOUT_ABANDONED,Bank_A,E42,P007,WALLET
E00205,C0885,16416.34,PAYMENT_FAILED,Bank_A,E42,P019,UPI
E00206,C0753,5901.91,PAYMENT_FAILED,Bank_C,E17,P003,WALLET
E00207,C0521,5799.94,SUBSCRIPTION_FAILED,Bank_A,E17,P003,WALLET
E00208,C0850,13123.57,CHECKOUT_ABANDONED,Bank_A,E23,P017,WALLET
E00209,C0089,5983.53,PAYMENT_FAILED,Bank_C,E17,P009,WALLET
E00210,C0635,10083.66,PAYMENT_FAILED,Bank_B,E23,P009,NETBANKING
E00211,C0537,8561.76,PAYMENT_FAILED,Bank_A,E42,P005,NETBANKING
E00212,C0251,624.51,SUBSCRIPTION_FAILED,Bank_D,E42,P005,WALLET
E00213,C0796,3181.99,INVOICE_OVERDUE,Bank_B,E11,P005,UPI
E00214,C0115,13143.94,INVOICE_OVERDUE,Bank_D,E11,P003,WALLET
E00215,C0262,7042.19,PAYMENT_FAILED,Bank_D,E23,P019,WALLET
E00216,C0781,4429.8,SUBSCRIPTION_FAILED,Bank_A,E23,P011,UPI
E00217,C0700,17625.27,SUBSCRIPTION_FAILED,Bank_B,E42,P007,UPI
E00218,C0426,22037.25,SUBSCRIPTION_FAILED,Bank_B,E11,P010,WALLET
E00219,C0258,527.44,SUBSCRIPTION_FAILED,Bank_B,E23,P014,UPI
E00220,C0667,2560.41,INVOICE_OVERDUE,Bank_C,E17,P017,UPI
E00221,C0365,722.27,INVOICE_OVERDUE,Bank_A,E42,P003,WALLET
E00222,C0994,11089.9,CHECKOUT_ABANDONED,Bank_B,E23,P015,CARD
E00223,C0242,17353.2,INVOICE_OVERDUE,Bank_A,E42,P004,NETBANKING
E00224,C0705,14763.18,PAYMENT_FAILED,Bank_D,E17,P018,CARD
E00225,C0227,18866.47,INVOICE_OVERDUE,Bank_C,E11,P020,UPI
E00226,C0079,8428.45,PAYMENT_FAILED,Bank_A,E23,P019,NETBANKING
E00227,C0516,11979.22,CHECKOUT_ABANDONED,Bank_B,E17,P017,NETBANKING
E00228,C0075,20735.06,SUBSCRIPTION_FAILED,Bank_A,E42,P020,WALLET
E00229,C0707,3717.71,CHECKOUT_ABANDONED,Bank_A,E42,P017,CARD
E00230,C0869,22783.35,PAYMENT_FAILED,Bank_D,E11,P020,CARD
E00231,C0892,10528.68,SUBSCRIPTION_FAILED,Bank_A,E23,P006,NETBANKING
E00232,C0524,16465.84,PAYMENT_FAILED,Bank_C,E42,P018,NETBANKING
E00233,C0657,5045.38,INVOICE_OVERDUE,Bank_C,E42,P008,NETBANKING
E00234,C0960,15842.4,SUBSCRIPTION_FAILED,Bank_B,E42,P012,UPI
E00235,C0153,20015.16,INVOICE_OVERDUE,Bank_A,E42,P014,NETBANKING
E00236,C0944,14181.11,INVOICE_OVERDUE,Bank_D,E42,P002,WALLET
E00237,C0274,784.7,PAYMENT_FAILED,Bank_D,E11,P018,CARD
E00238,C0801,17527.06,SUBSCRIPTION_FAILED,Bank_A,E42,P006,UPI
E00239,C0588,4075.09,INVOICE_OVERDUE,Bank_A,E42,P014,WALLET
E00240,C0714,17710.39,INVOICE_OVERDUE,Bank_B,E17,P008,WALLET
E00241,C0973,2652.73,PAYMENT_FAILED,Bank_A,E42,P001,UPI
E00242,C0090,24447.93,CHECKOUT_ABANDONED,Bank_B,E23,P014,CARD
E00243,C0872,16924.44,SUBSCRIPTION_FAILED,Bank_B,E17,P011,UPI
E00244,C0223,15606.81,CHECKOUT_ABANDONED,Bank_B,E11,P009,CARD
E00245,C0318,20142.34,INVOICE_OVERDUE,Bank_D,E17,P015,NETBANKING
E00246,C0314,13916.01,INVOICE_OVERDUE,Bank_C,E42,P003,NETBANKING
E00247,C0012,18258.25,SUBSCRIPTION_FAILED,Bank_B,E17,P012,UPI
E00248,C0356,24408.7,SUBSCRIPTION_FAILED,Bank_C,E17,P013,WALLET
E00249,C0594,12705.8,INVOICE_OVERDUE,Bank_A,E23,P006,CARD
E00250,C0643,24382.43,INVOICE_OVERDUE,Bank_A,E42,P010,NETBANKING
E00251,C0903,5487.67,SUBSCRIPTION_FAILED,Bank_A,E17,P012,UPI
E00252,C0805,21233.01,PAYMENT_FAILED,Bank_C,E17,P004,WALLET
E00253,C0947,13810.86,INVOICE_OVERDUE,Bank_A,E42,P009,WALLET
E00254,C0418,21898.87,INVOICE_OVERDUE,Bank_B,E42,P004,CARD
E00255,C0268,22852.9,CHECKOUT_ABANDONED,Bank_C,E23,P003,UPI
E00256,C0520,3723.41,PAYMENT_FAILED,Bank_A,E23,P004,WALLET
E00257,C0375,24299.18,CHECKOUT_ABANDONED,Bank_A,E42,P005,UPI
E00258,C0623,21833.37,CHECKOUT_ABANDONED,Bank_A,E17,P014,WALLET
E00259,C0891,4506.33,SUBSCRIPTION_FAILED,Bank_D,E17,P002,NETBANKING
E00260,C0676,15168.49,INVOICE_OVERDUE,Bank_C,E11,P013,NETBANKING
E00261,C0592,11329.6,SUBSCRIPTION_FAILED,Bank_C,E17,P010,UPI
E00262,C0776,11511.13,PAYMENT_FAILED,Bank_B,E11,P011,WALLET
E00263,C0107,9794.29,INVOICE_OVERDUE,Bank_D,E17,P005,NETBANKING
E00264,C0824,17781.95,PAYMENT_FAILED,Bank_A,E11,P015,NETBANKING
E00265,C0642,7108.87,INVOICE_OVERDUE,Bank_C,E11,P009,NETBANKING
E00266,C0198,3491.69,PAYMENT_FAILED,Bank_A,E42,P005,UPI
E00267,C0490,1518.54,SUBSCRIPTION_FAILED,Bank_A,E11,P020,UPI
E00268,C0306,23819.39,CHECKOUT_ABANDONED,Bank_C,E23,P007,NETBANKING
E00269,C0852,16838.17,SUBSCRIPTION_FAILED,Bank_C,E17,P013,WALLET
E00270,C0341,4478.36,SUBSCRIPTION_FAILED,Bank_B,E42,P001,NETBANKING
E00271,C0175,24102.0,PAYMENT_FAILED,Bank_D,E17,P002,UPI
E00272,C0978,929.14,CHECKOUT_ABANDONED,Bank_B,E23,P017,CARD
E00273,C0345,3271.19,INVOICE_OVERDUE,Bank_D,E11,P014,WALLET
E00274,C0304,20757.55,INVOICE_OVERDUE,Bank_A,E42,P005,UPI
E00275,C0575,15321.37,CHECKOUT_ABANDONED,Bank_D,E17,P009,UPI
E00276,C0159,2716.8,PAYMENT_FAILED,Bank_D,E11,P009,NETBANKING
E00277,C0019,23179.03,CHECKOUT_ABANDONED,Bank_A,E17,P006,CARD
E00278,C0641,21788.07,SUBSCRIPTION_FAILED,Bank_A,E23,P007,UPI
E00279,C0917,10206.23,CHECKOUT_ABANDONED,Bank_A,E42,P019,WALLET
E00280,C0940,9644.67,INVOICE_OVERDUE,Bank_A,E11,P006,CARD
E00281,C0942,15677.51,CHECKOUT_ABANDONED,Bank_D,E17,P009,NETBANKING
E00282,C0629,12239.96,CHECKOUT_ABANDONED,Bank_D,E42,P012,UPI
E00283,C0043,12179.04,INVOICE_OVERDUE,Bank_A,E23,P016,NETBANKING
E00284,C0021,13270.24,SUBSCRIPTION_FAILED,Bank_B,E42,P011,NETBANKING
E00285,C0715,6465.32,SUBSCRIPTION_FAILED,Bank_A,E42,P019,NETBANKING
E00286,C0893,2984.81,SUBSCRIPTION_FAILED,Bank_A,E17,P004,WALLET
E00287,C0291,20174.13,PAYMENT_FAILED,Bank_A,E42,P008,WALLET
E00288,C0644,7179.29,CHECKOUT_ABANDONED,Bank_B,E17,P011,NETBANKING
E00289,C0959,5022.34,PAYMENT_FAILED,Bank_A,E42,P017,CARD
E00290,C0775,12346.87,INVOICE_OVERDUE,Bank_A,E42,P001,WALLET
E00291,C0918,563.31,SUBSCRIPTION_FAILED,Bank_B,E23,P009,CARD
E00292,C0682,9338.93,CHECKOUT_ABANDONED,Bank_B,E42,P008,WALLET
E00293,C0664,7900.48,PAYMENT_FAILED,Bank_B,E23,P019,WALLET
E00294,C0970,19283.08,CHECKOUT_ABANDONED,Bank_B,E11,P001,NETBANKING
E00295,C0673,21796.86,SUBSCRIPTION_FAILED,Bank_A,E42,P017,CARD
E00296,C0523,5551.56,INVOICE_OVERDUE,Bank_C,E23,P010,UPI
E00297,C0320,3973.47,CHECKOUT_ABANDONED,Bank_A,E11,P003,NETBANKING
E00298,C0937,11421.88,CHECKOUT_ABANDONED,Bank_C,E17,P017,NETBANKING
E00299,C0102,15278.88,SUBSCRIPTION_FAILED,Bank_D,E17,P010,WALLET
E00300,C0676,16309.6,INVOICE_OVERDUE,Bank_B,E42,P003,UPI
E00301,C0781,15620.32,PAYMENT_FAILED,Bank_A,E42,P017,WALLET
E00302,C0776,16184.12,SUBSCRIPTION_FAILED,Bank_A,E42,P006,WALLET
E00303,C0342,11693.04,PAYMENT_FAILED,Bank_B,E42,P006,CARD
E00304,C0471,24889.27,PAYMENT_FAILED,Bank_B,E17,P020,WALLET
E00305,C0287,4794.92,PAYMENT_FAILED,Bank_A,E42,P015,UPI
E00306,C0912,11534.09,CHECKOUT_ABANDONED,Bank_B,E17,P012,UPI
E00307,C0237,23215.86,SUBSCRIPTION_FAILED,Bank_A,E42,P019,WALLET
E00308,C0633,13728.95,INVOICE_OVERDUE,Bank_D,E42,P020,CARD
E00309,C0784,3628.98,INVOICE_OVERDUE,Bank_A,E42,P012,CARD
E00310,C0114,7926.64,INVOICE_OVERDUE,Bank_A,E17,P013,CARD
E00311,C0843,14068.15,PAYMENT_FAILED,Bank_B,E23,P003,WALLET
E00312,C0419,13134.15,CHECKOUT_ABANDONED,Bank_B,E42,P011,NETBANKING
E00313,C0561,12778.25,CHECKOUT_ABANDONED,Bank_A,E42,P010,CARD
E00314,C0462,13545.79,INVOICE_OVERDUE,Bank_C,E17,P006,NETBANKING
E00315,C0675,8401.94,PAYMENT_FAILED,Bank_D,E17,P002,NETBANKING
E00316,C0266,14539.52,INVOICE_OVERDUE,Bank_B,E17,P002,UPI
E00317,C0110,12433.02,SUBSCRIPTION_FAILED,Bank_A,E42,P016,CARD
