event_id,amount,event_type,bank,error_code,product_id,payment_method,intervention,recovery_probability,expected_recovery
E01166,24996.31,CHECKOUT_ABANDONED,Bank_A,E42,P011,CARD,SEND_REMINDER,0.76999056,19246.92281963706
E00098,24262.9,PAYMENT_FAILED,Bank_A,E42,P017,UPI,ALTERNATE_PAYMENT,0.79172635,19209.577276444437
E02938,24600.45,CHECKOUT_ABANDONED,Bank_A,E42,P002,WALLET,ALTERNATE_PAYMENT,0.78006804,19190.02481201291
E03540,22162.18,SUBSCRIPTION_FAILED,Bank_A,E42,P006,UPI,ALTERNATE_PAYMENT,0.8658764,19189.708116596936
E00006,21568.54,SUBSCRIPTION_FAILED,Bank_A,E42,P009,NETBANKING,ALTERNATE_PAYMENT,0.8888926,19172.115404678585
E03596,22507.61,SUBSCRIPTION_FAILED,Bank_A,E42,P006,WALLET,ALTERNATE_PAYMENT,0.8491091,19111.41676772058
E00771,22314.42,SUBSCRIPTION_FAILED,Bank_A,E42,P020,UPI,ALTERNATE_PAYMENT,0.854883,19076.218651052714
E01647,24560.9,PAYMENT_FAILED,Bank_A,E42,P002,UPI,ALTERNATE_PAYMENT,0.7753592,19043.520103222134
E00112,21920.78,SUBSCRIPTION_FAILED,Bank_A,E42,P018,UPI,ALTERNATE_PAYMENT,0.865918,18981.597552331685
E01060,23721.0,CHECKOUT_ABANDONED,Bank_A,E42,P008,UPI,ALTERNATE_PAYMENT,0.7994942,18964.802082002163
E03894,22034.4,SUBSCRIPTION_FAILED,Bank_A,E42,P009,WALLET,ALTERNATE_PAYMENT,0.8581802,18909.486347436905
E00295,21796.86,SUBSCRIPTION_FAILED,Bank_A,E42,P017,CARD,ALTERNATE_PAYMENT,0.8665995,18889.147981477978
E00679,23502.93,SUBSCRIPTION_FAILED,Bank_B,E42,P012,UPI,ALTERNATE_PAYMENT,0.7997309,18796.019289847613
E00881,24889.12,INVOICE_OVERDUE,Bank_D,E11,P017,UPI,RETRY_PAYMENT,0.75477326,18785.642220096586
E01534,24113.53,PAYMENT_FAILED,Bank_A,E42,P010,WALLET,ALTERNATE_PAYMENT,0.778698,18777.158238235115
E02620,24096.31,CHECKOUT_ABANDONED,Bank_A,E42,P009,WALLET,ALTERNATE_PAYMENT,0.7787213,18764.30919648707
E01856,24913.04,INVOICE_OVERDUE,Bank_B,E42,P014,WALLET,SEND_REMINDER,0.75120455,18714.789008965494
E01439,21027.9,SUBSCRIPTION_FAILED,Bank_A,E42,P007,CARD,ALTERNATE_PAYMENT,0.88936025,18701.37838084102
E02081,23657.15,PAYMENT_FAILED,Bank_A,E42,P012,WALLET,ALTERNATE_PAYMENT,0.78622335,18599.80377071202
E02855,24986.75,INVOICE_OVERDUE,Bank_A,E42,P012,CARD,ALTERNATE_PAYMENT,0.74288815,18562.360546961427
E04309,24310.13,PAYMENT_FAILED,Bank_A,E42,P017,CARD,ALTERNATE_PAYMENT,0.76246506,18535.624723156096
E02281,21889.37,SUBSCRIPTION_FAILED,Bank_A,E42,P018,WALLET,ALTERNATE_PAYMENT,0.84646076,18528.492758235334
E03773,24930.8,CHECKOUT_ABANDONED,Bank_D,E23,P004,UPI,SEND_REMINDER,0.74258286,18513.18470647335
E03646,23659.76,SUBSCRIPTION_FAILED,Bank_A,E17,P009,UPI,ALTERNATE_PAYMENT,0.779869,18451.51384428501
E02546,23288.44,CHECKOUT_ABANDONED,Bank_A,E42,P007,WALLET,ALTERNATE_PAYMENT,0.79199326,18444.287524847983
E02684,23507.49,CHECKOUT_ABANDONED,Bank_A,E42,P008,CARD,ALTERNATE_PAYMENT,0.78254116,18395.57839491248
E04007,20663.53,SUBSCRIPTION_FAILED,Bank_A,E42,P007,UPI,ALTERNATE_PAYMENT,0.88805985,18350.45144541025
E00366,20715.7,SUBSCRIPTION_FAILED,Bank_A,E42,P016,UPI,ALTERNATE_PAYMENT,0.8849437,18332.228696608545
E01787,20471.92,SUBSCRIPTION_FAILED,Bank_A,E42,P007,NETBANKING,ALTERNATE_PAYMENT,0.8944652,18311.420182056427
E02535,20870.17,SUBSCRIPTION_FAILED,Bank_A,E42,P012,WALLET,ALTERNATE_PAYMENT,0.87693477,18301.777661387918
E00257,24299.18,CHECKOUT_ABANDONED,Bank_A,E42,P005,UPI,ALTERNATE_PAYMENT,0.75177956,18267.626758232116
E03554,23567.64,INVOICE_OVERDUE,Bank_A,E42,P014,UPI,ALTERNATE_PAYMENT,0.7748116,18260.48145714283
E00838,24914.89,INVOICE_OVERDUE,Bank_B,E23,P016,NETBANKING,SEND_REMINDER,0.7320408,18238.71656824529
E02170,23748.93,CHECKOUT_ABANDONED,Bank_D,E17,P009,NETBANKING,SEND_REMINDER,0.76520187,18172.725566387773
E01503,23427.48,CHECKOUT_ABANDONED,Bank_A,E42,P019,UPI,ALTERNATE_PAYMENT,0.7746192,18147.37632369518
E03918,20628.11,SUBSCRIPTION_FAILED,Bank_A,E42,P003,NETBANKING,ALTERNATE_PAYMENT,0.8791342,18134.87653187752
E02993,20841.97,SUBSCRIPTION_FAILED,Bank_A,E42,P008,CARD,ALTERNATE_PAYMENT,0.86855173,18102.32912323475
E00702,22666.78,CHECKOUT_ABANDONED,Bank_A,E42,P008,CARD,ALTERNATE_PAYMENT,0.79634327,18050.53763675332
E04948,23372.42,INVOICE_OVERDUE,Bank_A,E42,P008,NETBANKING,ALTERNATE_PAYMENT,0.77221686,18048.576700721977
E01128,20544.57,SUBSCRIPTION_FAILED,Bank_A,E42,P018,UPI,ALTERNATE_PAYMENT,0.8768114,18013.71287910819
E04873,24322.3,PAYMENT_FAILED,Bank_D,E11,P007,UPI,RETRY_PAYMENT,0.7405654,18012.2542953372
E02272,20307.28,SUBSCRIPTION_FAILED,Bank_A,E42,P015,WALLET,ALTERNATE_PAYMENT,0.8868724,18009.966369867325
E01457,23375.13,PAYMENT_FAILED,Bank_A,E42,P008,CARD,ALTERNATE_PAYMENT,0.76905155,17976.680000467302
E00186,24208.64,INVOICE_OVERDUE,Bank_A,E42,P002,WALLET,ALTERNATE_PAYMENT,0.74187183,17959.708150634764
E00572,24519.03,PAYMENT_FAILED,Bank_A,E42,P010,UPI,ALTERNATE_PAYMENT,0.73222744,17953.506682165862
E02900,22277.75,SUBSCRIPTION_FAILED,Bank_D,E42,P016,UPI,ALTERNATE_PAYMENT,0.80490965,17931.575877562165
E00228,20735.06,SUBSCRIPTION_FAILED,Bank_A,E42,P020,WALLET,ALTERNATE_PAYMENT,0.8630678,17895.76273664832
E00336,22290.08,SUBSCRIPTION_FAILED,Bank_A,E42,P013,NETBANKING,ALTERNATE_PAYMENT,0.80252206,17888.280991725922
E01667,21413.93,PAYMENT_FAILED,Bank_A,E42,P002,WALLET,ALTERNATE_PAYMENT,0.8352616,17886.23307708025
E04403,24247.1,CHECKOUT_ABANDONED,Bank_A,E42,P019,NETBANKING,ALTERNATE_PAYMENT,0.7376178,17885.092332857846
E01032,22919.91,PAYMENT_FAILED,Bank_A,E42,P008,CARD,ALTERNATE_PAYMENT,0.77907866,17856.412825024723
E02619,23310.2,PAYMENT_FAILED,Bank_A,E42,P016,UPI,ALTERNATE_PAYMENT,0.7659529,17854.51494344473
E00304,24889.27,PAYMENT_FAILED,Bank_B,E17,P020,WALLET,RETRY_PAYMENT,0.71721035,17850.842108196615
E04054,23862.56,PAYMENT_FAILED,Bank_A,E42,P012,CARD,ALTERNATE_PAYMENT,0.74598116,17801.020113630297
E03962,20389.84,SUBSCRIPTION_FAILED,Bank_A,E42,P005,UPI,ALTERNATE_PAYMENT,0.8726026,17792.22703011513
E00102,22016.41,CHECKOUT_ABANDONED,Bank_A,E42,P002,WALLET,ALTERNATE_PAYMENT,0.80792,17787.497506957054
E00826,23454.73,PAYMENT_FAILED,Bank_A,E42,P017,WALLET,ALTERNATE_PAYMENT,0.75704306,17756.24065606296
E04217,22977.9,PAYMENT_FAILED,Bank_A,E42,P017,UPI,ALTERNATE_PAYMENT,0.7722228,17744.05866546035
E01270,22269.07,CHECKOUT_ABANDONED,Bank_A,E42,P002,WALLET,ALTERNATE_PAYMENT,0.79632235,17733.358059706687
E02295,24705.57,INVOICE_OVERDUE,Bank_A,E42,P013,WALLET,ALTERNATE_PAYMENT,0.71713,17717.1055465132
E03229,24860.34,CHECKOUT_ABANDONED,Bank_A,E11,P006,CARD,SEND_REMINDER,0.7125774,17714.916504746674
E00268,23819.39,CHECKOUT_ABANDONED,Bank_C,E23,P007,NETBANKING,SEND_REMINDER,0.74329,17704.714562560916
E04340,23812.79,CHECKOUT_ABANDONED,Bank_D,E42,P016,WALLET,ALTERNATE_PAYMENT,0.7428022,17688.192864469886
E04507,21792.36,SUBSCRIPTION_FAILED,Bank_D,E42,P005,CARD,ALTERNATE_PAYMENT,0.81119007,17677.74600600958
E02956,22912.97,CHECKOUT_ABANDONED,Bank_A,E42,P016,WALLET,ALTERNATE_PAYMENT,0.77017415,17646.977095166447
E01577,24212.63,CHECKOUT_ABANDONED,Bank_A,E42,P014,NETBANKING,ALTERNATE_PAYMENT,0.7287694,17645.4243599689
E00534,24757.12,INVOICE_OVERDUE,Bank_A,E42,P019,UPI,ALTERNATE_PAYMENT,0.71199703,17626.99596496582
E01582,24001.27,INVOICE_OVERDUE,Bank_A,E42,P019,UPI,ALTERNATE_PAYMENT,0.7342637,17623.26174999893
E04008,23192.69,PAYMENT_FAILED,Bank_A,E42,P018,UPI,ALTERNATE_PAYMENT,0.75982517,17622.389622938037
E03157,20967.74,SUBSCRIPTION_FAILED,Bank_A,E42,P016,CARD,ALTERNATE_PAYMENT,0.8402531,17618.208843226435
E02914,22411.22,CHECKOUT_ABANDONED,Bank_A,E42,P009,WALLET,ALTERNATE_PAYMENT,0.78612566,17618.0351126194
E03000,23945.92,PAYMENT_FAILED,Bank_A,E42,P020,UPI,ALTERNATE_PAYMENT,0.735011,17600.51416355133
E04270,24644.66,INVOICE_OVERDUE,Bank_A,E42,P020,WALLET,ALTERNATE_PAYMENT,0.7130767,17573.533089144228
E01899,21995.68,CHECKOUT_ABANDONED,Bank_A,E42,P002,NETBANKING,ALTERNATE_PAYMENT,0.7977088,17546.14770421028
E03066,19776.52,SUBSCRIPTION_FAILED,Bank_A,E42,P017,WALLET,ALTERNATE_PAYMENT,0.88488376,17499.921405119898
E02894,24367.28,INVOICE_OVERDUE,Bank_A,E42,P002,NETBANKING,ALTERNATE_PAYMENT,0.71638197,17456.279978489874
E02493,24556.99,PAYMENT_FAILED,Bank_A,E42,P018,CARD,ALTERNATE_PAYMENT,0.7104086,17445.49757338822
E01567,23671.72,CHECKOUT_ABANDONED,Bank_A,E42,P003,NETBANKING,ALTERNATE_PAYMENT,0.7361587,17426.1432989645
E00798,24248.38,SUBSCRIPTION_FAILED,Bank_B,E42,P019,UPI,ALTERNATE_PAYMENT,0.7186307,17425.62960221529
E00389,19763.82,SUBSCRIPTION_FAILED,Bank_A,E42,P007,UPI,ALTERNATE_PAYMENT,0.8815876,17423.53912583113
E01374,23736.42,PAYMENT_FAILED,Bank_D,E42,P012,UPI,ALTERNATE_PAYMENT,0.7338872,17419.854707078932
E02692,22383.56,PAYMENT_FAILED,Bank_A,E42,P007,UPI,ALTERNATE_PAYMENT,0.77704996,17393.144373691084
E04886,24093.15,INVOICE_OVERDUE,Bank_A,E42,P003,UPI,ALTERNATE_PAYMENT,0.72093326,17369.55313783586
E03110,23863.28,PAYMENT_FAILED,Bank_A,E42,P003,UPI,ALTERNATE_PAYMENT,0.7274161,17358.534025893212
E04879,23573.75,CHECKOUT_ABANDONED,Bank_B,E42,P019,CARD,ALTERNATE_PAYMENT,0.7360076,17350.458482056856
E03146,22182.34,SUBSCRIPTION_FAILED,Bank_D,E42,P011,NETBANKING,ALTERNATE_PAYMENT,0.7821273,17349.414152530433
E03977,23511.28,PAYMENT_FAILED,Bank_C,E17,P009,UPI,RETRY_PAYMENT,0.7375912,17341.71339396
E03058,21570.41,PAYMENT_FAILED,Bank_A,E42,P017,UPI,ALTERNATE_PAYMENT,0.80347705,17331.32936980009
E01428,23347.13,SUBSCRIPTION_FAILED,Bank_B,E42,P016,NETBANKING,ALTERNATE_PAYMENT,0.7418559,17320.206590593458
E00862,24147.64,CHECKOUT_ABANDONED,Bank_A,E11,P007,WALLET,SEND_REMINDER,0.7162553,17295.875306296348
E04906,22920.97,PAYMENT_FAILED,Bank_A,E42,P012,CARD,ALTERNATE_PAYMENT,0.7538862,17279.803497114182
E01111,22517.36,CHECKOUT_ABANDONED,Bank_A,E42,P007,WALLET,ALTERNATE_PAYMENT,0.7667182,17264.469925875663
E03556,24399.31,SUBSCRIPTION_FAILED,Bank_D,E42,P007,UPI,ALTERNATE_PAYMENT,0.70715225,17254.02690221429
E02257,22005.08,INVOICE_OVERDUE,Bank_A,E42,P017,UPI,ALTERNATE_PAYMENT,0.78338933,17238.54487582207
E03336,21396.22,INVOICE_OVERDUE,Bank_A,E42,P008,WALLET,ALTERNATE_PAYMENT,0.80523205,17228.922050800324
E03441,22084.74,PAYMENT_FAILED,Bank_A,E42,P009,NETBANKING,ALTERNATE_PAYMENT,0.7791315,17206.915987383127
E00643,22956.78,CHECKOUT_ABANDONED,Bank_A,E42,P004,WALLET,ALTERNATE_PAYMENT,0.74725574,17154.585685454607
E00190,23629.45,PAYMENT_FAILED,Bank_C,E17,P010,WALLET,RETRY_PAYMENT,0.7253157,17138.810832029583
E02849,23079.24,CHECKOUT_ABANDONED,Bank_A,E42,P005,CARD,ALTERNATE_PAYMENT,0.7420294,17125.475267000198
E02735,22189.43,PAYMENT_FAILED,Bank_A,E42,P008,NETBANKING,ALTERNATE_PAYMENT,0.77141744,17117.313263112905
E00828,23237.27,CHECKOUT_ABANDONED,Bank_A,E42,P014,WALLET,ALTERNATE_PAYMENT,0.7363614,17111.028306685686
E04968,23312.88,SUBSCRIPTION_FAILED,Bank_A,E17,P007,WALLET,ALTERNATE_PAYMENT,0.73369545,17104.55392282963
E01298,21434.15,SUBSCRIPTION_FAILED,Bank_C,E42,P011,CARD,ALTERNATE_PAYMENT,0.79751027,17093.95467450023
E00079,23681.77,INVOICE_OVERDUE,Bank_C,E11,P007,UPI,ALTERNATE_PAYMENT,0.72181606,17093.88198454857
E02560,23632.27,INVOICE_OVERDUE,Bank_A,E42,P016,NETBANKING,ALTERNATE_PAYMENT,0.72314477,17089.55244589567
E02694,19316.8,SUBSCRIPTION_FAILED,Bank_A,E42,P015,NETBANKING,ALTERNATE_PAYMENT,0.88455665,17086.803918266294
E02688,23770.08,CHECKOUT_ABANDONED,Bank_D,E42,P013,UPI,ALTERNATE_PAYMENT,0.7187371,17084.43896965027
E04481,22267.05,INVOICE_OVERDUE,Bank_A,E42,P017,CARD,ALTERNATE_PAYMENT,0.7661752,17060.46172042787
E00049,23435.79,CHECKOUT_ABANDONED,Bank_A,E42,P003,WALLET,ALTERNATE_PAYMENT,0.7274962,17049.448327433467
E00397,24596.28,SUBSCRIPTION_FAILED,Bank_A,E42,P001,NETBANKING,ALTERNATE_PAYMENT,0.6929552,17044.120025904176
E02247,23030.28,PAYMENT_FAILED,Bank_A,E42,P018,WALLET,ALTERNATE_PAYMENT,0.739592,17033.011208331583
E01971,23836.04,INVOICE_OVERDUE,Bank_B,E17,P007,UPI,ALTERNATE_PAYMENT,0.71382576,17014.779422543048
E03501,23947.88,CHECKOUT_ABANDONED,Bank_D,E17,P012,UPI,SEND_REMINDER,0.70857114,16968.77653633833
E01599,23230.89,INVOICE_OVERDUE,Bank_A,E42,P004,UPI,ALTERNATE_PAYMENT,0.7301237,16961.423331157566
E01758,23714.58,PAYMENT_FAILED,Bank_D,E23,P020,CARD,RETRY_PAYMENT,0.7149776,16955.394015891554
E02989,22652.01,PAYMENT_FAILED,Bank_A,E42,P002,NETBANKING,ALTERNATE_PAYMENT,0.74728763,16927.566891077757
E02814,23427.1,PAYMENT_FAILED,Bank_A,E42,P016,NETBANKING,ALTERNATE_PAYMENT,0.7217806,16909.226251238582
E01557,19080.89,SUBSCRIPTION_FAILED,Bank_A,E42,P012,NETBANKING,ALTERNATE_PAYMENT,0.8857561,16901.01424120009
E02378,22315.34,CHECKOUT_ABANDONED,Bank_A,E42,P003,WALLET,ALTERNATE_PAYMENT,0.75657934,16883.32519801259
E03059,23661.27,PAYMENT_FAILED,Bank_A,E42,P019,CARD,ALTERNATE_PAYMENT,0.71347815,16881.799098538755
E04259,23727.29,PAYMENT_FAILED,Bank_A,E42,P003,NETBANKING,ALTERNATE_PAYMENT,0.7108602,16866.785943445564
E03410,21783.0,SUBSCRIPTION_FAILED,Bank_D,E42,P008,CARD,ALTERNATE_PAYMENT,0.77417094,16863.765480458736
E02771,24865.38,INVOICE_OVERDUE,Bank_B,E42,P014,UPI,SEND_REMINDER,0.67731947,16841.805930036306
E00700,23251.45,CHECKOUT_ABANDONED,Bank_A,E42,P009,NETBANKING,ALTERNATE_PAYMENT,0.7237498,16828.232668945195
E03107,23198.79,CHECKOUT_ABANDONED,Bank_A,E42,P019,CARD,ALTERNATE_PAYMENT,0.7233775,16781.48331190288
E02046,24488.03,CHECKOUT_ABANDONED,Bank_B,E17,P018,UPI,SEND_REMINDER,0.68511856,16777.203753439186
E01304,18998.98,SUBSCRIPTION_FAILED,Bank_A,E42,P012,WALLET,ALTERNATE_PAYMENT,0.8828727,16773.680782978536
E04042,23807.38,CHECKOUT_ABANDONED,Bank_B,E11,P014,UPI,SEND_REMINDER,0.7045277,16772.95810556054
E03226,18949.91,SUBSCRIPTION_FAILED,Bank_A,E42,P016,NETBANKING,ALTERNATE_PAYMENT,0.88418436,16755.214054961205
E04601,23698.69,CHECKOUT_ABANDONED,Bank_C,E11,P010,CARD,SEND_REMINDER,0.70683753,16751.12362006545
E04069,21651.0,PAYMENT_FAILED,Bank_A,E42,P018,NETBANKING,ALTERNATE_PAYMENT,0.7731945,16740.43394333124
E03762,24463.4,CHECKOUT_ABANDONED,Bank_A,E42,P016,NETBANKING,ALTERNATE_PAYMENT,0.68399394,16732.81724379063
E01283,23968.85,SUBSCRIPTION_FAILED,Bank_A,E42,P013,NETBANKING,ALTERNATE_PAYMENT,0.6977927,16725.28877008855
E02613,22177.68,CHECKOUT_ABANDONED,Bank_A,E42,P008,UPI,ALTERNATE_PAYMENT,0.7532681,16705.739378843307
E03958,23046.43,PAYMENT_FAILED,Bank_A,E42,P009,NETBANKING,ALTERNATE_PAYMENT,0.72398263,16685.215053295495
E01614,22105.44,PAYMENT_FAILED,Bank_A,E42,P011,NETBANKING,ALTERNATE_PAYMENT,0.7538654,16664.526827974318
E04440,22735.43,PAYMENT_FAILED,Bank_A,E42,P017,NETBANKING,ALTERNATE_PAYMENT,0.7323684,16650.710711436866
E02985,21638.6,PAYMENT_FAILED,Bank_A,E42,P008,NETBANKING,ALTERNATE_PAYMENT,0.76924807,16645.451251423357
E00370,23782.66,PAYMENT_FAILED,Bank_C,E23,P020,UPI,RETRY_PAYMENT,0.6993573,16632.57619934559
E00594,23438.88,SUBSCRIPTION_FAILED,Bank_B,E42,P018,CARD,ALTERNATE_PAYMENT,0.7092537,16624.11302927971
E04186,23096.92,PAYMENT_FAILED,Bank_A,E42,P009,WALLET,ALTERNATE_PAYMENT,0.7195249,16618.809514939785
E03551,22515.99,INVOICE_OVERDUE,Bank_A,E42,P014,UPI,ALTERNATE_PAYMENT,0.73782814,16612.930920420888
E04620,21125.51,INVOICE_OVERDUE,Bank_A,E42,P005,CARD,ALTERNATE_PAYMENT,0.78610444,16606.857222821713
E03472,22137.25,INVOICE_OVERDUE,Bank_A,E42,P011,WALLET,ALTERNATE_PAYMENT,0.7498004,16598.518551692367
E02183,22656.15,SUBSCRIPTION_FAILED,Bank_C,E42,P018,CARD,ALTERNATE_PAYMENT,0.732425,16593.93008469343
E04789,24070.43,INVOICE_OVERDUE,Bank_B,E17,P007,NETBANKING,SEND_REMINDER,0.68896186,16583.608308473824
E04875,22906.43,INVOICE_OVERDUE,Bank_A,E42,P019,UPI,ALTERNATE_PAYMENT,0.7229658,16560.564961420892
E01029,24827.11,PAYMENT_FAILED,Bank_C,E11,P020,CARD,RETRY_PAYMENT,0.66656774,16548.950673556923
E03005,24350.93,PAYMENT_FAILED,Bank_A,E11,P020,UPI,RETRY_PAYMENT,0.67944646,16545.153157389163
E03073,22755.37,PAYMENT_FAILED,Bank_D,E17,P009,CARD,RETRY_PAYMENT,0.72625345,16526.165966634155
E01346,18538.22,SUBSCRIPTION_FAILED,Bank_A,E42,P003,NETBANKING,ALTERNATE_PAYMENT,0.8912996,16523.108170254232
E02059,21546.64,CHECKOUT_ABANDONED,Bank_A,E42,P012,CARD,ALTERNATE_PAYMENT,0.7657932,16500.27048766136
E03246,18913.05,SUBSCRIPTION_FAILED,Bank_A,E42,P003,CARD,ALTERNATE_PAYMENT,0.8722643,16497.178803643583
E04947,21474.19,INVOICE_OVERDUE,Bank_A,E42,P003,CARD,ALTERNATE_PAYMENT,0.76736486,16478.538793965577
E00135,23356.98,CHECKOUT_ABANDONED,Bank_A,E42,P009,CARD,ALTERNATE_PAYMENT,0.7048429,16463.002104041578
E01219,23691.67,SUBSCRIPTION_FAILED,Bank_C,E17,P010,NETBANKING,ALTERNATE_PAYMENT,0.69415444,16445.677953656315
E02573,24315.2,INVOICE_OVERDUE,Bank_A,E42,P016,NETBANKING,ALTERNATE_PAYMENT,0.6763238,16444.947768211365
E02393,24689.19,INVOICE_OVERDUE,Bank_A,E42,P009,CARD,ALTERNATE_PAYMENT,0.6660464,16444.145649240018
E00950,21472.03,CHECKOUT_ABANDONED,Bank_A,E42,P012,CARD,ALTERNATE_PAYMENT,0.7657932,16443.134656687973
E02875,23842.2,CHECKOUT_ABANDONED,Bank_A,E42,P015,WALLET,ALTERNATE_PAYMENT,0.6895691,16440.844768881798
E02450,23053.58,SUBSCRIPTION_FAILED,Bank_B,E17,P002,NETBANKING,ALTERNATE_PAYMENT,0.7129684,16436.474255770445
E03939,23525.75,SUBSCRIPTION_FAILED,Bank_D,E11,P012,UPI,ALTERNATE_PAYMENT,0.6986204,16435.568380579352
E00140,22539.58,PAYMENT_FAILED,Bank_A,E42,P002,CARD,ALTERNATE_PAYMENT,0.7291587,16434.930840357545
E03658,22343.55,PAYMENT_FAILED,Bank_D,E23,P010,WALLET,RETRY_PAYMENT,0.7353358,16430.01281454563
E01323,22612.28,PAYMENT_FAILED,Bank_A,E42,P019,WALLET,ALTERNATE_PAYMENT,0.7264475,16426.63478724718
E04466,22793.39,SUBSCRIPTION_FAILED,Bank_A,E23,P011,NETBANKING,ALTERNATE_PAYMENT,0.7200759,16412.970939630864
