event_id,amount,event_type,bank,error_code,product_id,payment_method,intervention,recovery_probability,expected_recovery
E03247,24758.09,INVOICE_OVERDUE,Bank_A,E42,P020,CARD,ALTERNATE_PAYMENT,0.7686006,19029.082409859897
E02865,24443.35,PAYMENT_FAILED,Bank_A,E42,P004,CARD,ALTERNATE_PAYMENT,0.77833945,19025.223487386105
E01515,24162.04,INVOICE_OVERDUE,Bank_A,E42,P007,WALLET,ALTERNATE_PAYMENT,0.7836762,18935.215862166882
E03729,24438.06,INVOICE_OVERDUE,Bank_A,E42,P016,CARD,ALTERNATE_PAYMENT,0.77300316,18890.697627571823
E01861,24230.03,CHECKOUT_ABANDONED,Bank_A,E42,P011,CARD,ALTERNATE_PAYMENT,0.7794111,18885.153790142536
E04673,23841.69,SUBSCRIPTION_FAILED,Bank_C,E42,P005,WALLET,ALTERNATE_PAYMENT,0.79151773,18871.120456109045
E04515,24091.3,CHECKOUT_ABANDONED,Bank_A,E42,P013,WALLET,ALTERNATE_PAYMENT,0.78329515,18870.598557329176
E00808,21420.04,SUBSCRIPTION_FAILED,Bank_A,E42,P010,CARD,ALTERNATE_PAYMENT,0.88059735,18862.430524759293
E04363,24954.76,PAYMENT_FAILED,Bank_A,E17,P017,CARD,RETRY_PAYMENT,0.75322133,18796.457592566014
E03508,24810.79,PAYMENT_FAILED,Bank_A,E42,P008,CARD,ALTERNATE_PAYMENT,0.7574665,18793.342140401008
E01713,24277.52,PAYMENT_FAILED,Bank_A,E42,P003,NETBANKING,ALTERNATE_PAYMENT,0.77379346,18785.786175251007
E01420,21101.43,SUBSCRIPTION_FAILED,Bank_A,E42,P001,UPI,ALTERNATE_PAYMENT,0.88881797,18755.330091961026
E04166,24272.63,INVOICE_OVERDUE,Bank_A,E42,P004,WALLET,ALTERNATE_PAYMENT,0.7711736,18718.411370753052
E04205,21246.66,SUBSCRIPTION_FAILED,Bank_A,E42,P011,CARD,ALTERNATE_PAYMENT,0.8804423,18706.45865028262
E03837,24735.53,CHECKOUT_ABANDONED,Bank_A,E42,P007,WALLET,ALTERNATE_PAYMENT,0.75625736,18706.426497595905
E01871,21070.63,SUBSCRIPTION_FAILED,Bank_A,E42,P003,NETBANKING,ALTERNATE_PAYMENT,0.8877891,18706.275024787785
E02332,24744.48,SUBSCRIPTION_FAILED,Bank_C,E42,P018,CARD,ALTERNATE_PAYMENT,0.75537694,18691.409460697174
E00746,24097.19,INVOICE_OVERDUE,Bank_A,E42,P003,NETBANKING,ALTERNATE_PAYMENT,0.77525985,18681.583962880373
E03755,23265.09,PAYMENT_FAILED,Bank_A,E42,P009,UPI,ALTERNATE_PAYMENT,0.80292976,18680.233107408287
E03964,23910.17,PAYMENT_FAILED,Bank_A,E42,P009,WALLET,ALTERNATE_PAYMENT,0.7804995,18661.87615832865
E04142,24821.6,PAYMENT_FAILED,Bank_A,E42,P014,CARD,ALTERNATE_PAYMENT,0.7504693,18627.849446392058
E02760,23422.39,SUBSCRIPTION_FAILED,Bank_C,E42,P002,CARD,ALTERNATE_PAYMENT,0.7949373,18619.331761339305
E00855,24158.55,PAYMENT_FAILED,Bank_A,E42,P019,WALLET,ALTERNATE_PAYMENT,0.7698265,18597.891310438514
E02174,24481.04,INVOICE_OVERDUE,Bank_A,E42,P003,UPI,ALTERNATE_PAYMENT,0.75801253,18556.935145473482
E00072,23520.83,INVOICE_OVERDUE,Bank_A,E42,P013,CARD,ALTERNATE_PAYMENT,0.7885134,18546.490151870254
E02951,23853.88,SUBSCRIPTION_FAILED,Bank_B,E42,P006,NETBANKING,ALTERNATE_PAYMENT,0.77700067,18534.48063868523
E01714,24217.63,CHECKOUT_ABANDONED,Bank_A,E42,P003,CARD,ALTERNATE_PAYMENT,0.76457417,18516.174359344244
E03489,20972.38,SUBSCRIPTION_FAILED,Bank_A,E42,P002,NETBANKING,ALTERNATE_PAYMENT,0.8826418,18511.099071941375
E00715,23778.58,PAYMENT_FAILED,Bank_A,E42,P009,NETBANKING,ALTERNATE_PAYMENT,0.7774615,18486.931158971787
E02426,24272.72,INVOICE_OVERDUE,Bank_A,E42,P017,UPI,ALTERNATE_PAYMENT,0.76128757,18478.520026082995
E03242,23808.1,PAYMENT_FAILED,Bank_A,E42,P004,CARD,ALTERNATE_PAYMENT,0.7758999,18472.70210170746
E02663,23881.45,PAYMENT_FAILED,Bank_A,E42,P008,UPI,ALTERNATE_PAYMENT,0.77349114,18472.090085184576
E02588,20777.63,SUBSCRIPTION_FAILED,Bank_A,E42,P001,CARD,ALTERNATE_PAYMENT,0.8887083,18465.252098985315
E03650,23551.03,PAYMENT_FAILED,Bank_A,E42,P004,CARD,ALTERNATE_PAYMENT,0.7829227,18438.635645561815
E03586,20845.66,SUBSCRIPTION_FAILED,Bank_A,E42,P008,CARD,ALTERNATE_PAYMENT,0.8840977,18429.599964063167
E04057,24248.39,PAYMENT_FAILED,Bank_A,E42,P012,NETBANKING,ALTERNATE_PAYMENT,0.75920933,18409.604043090938
E01124,21263.79,SUBSCRIPTION_FAILED,Bank_A,E42,P020,CARD,ALTERNATE_PAYMENT,0.8638131,18367.940405393245
E01439,24586.41,PAYMENT_FAILED,Bank_A,E42,P001,UPI,ALTERNATE_PAYMENT,0.7470521,18367.328569897414
E01293,24610.69,PAYMENT_FAILED,Bank_B,E11,P010,UPI,RETRY_PAYMENT,0.7460523,18360.862488740084
E03966,24683.22,CHECKOUT_ABANDONED,Bank_A,E42,P017,UPI,ALTERNATE_PAYMENT,0.7437726,18358.703355638983
E00487,24634.12,CHECKOUT_ABANDONED,Bank_A,E42,P017,UPI,ALTERNATE_PAYMENT,0.7437726,18322.184119706155
E02334,24499.34,INVOICE_OVERDUE,Bank_A,E42,P001,WALLET,ALTERNATE_PAYMENT,0.74755955,18314.71552259445
E03370,23946.56,CHECKOUT_ABANDONED,Bank_A,E42,P011,WALLET,ALTERNATE_PAYMENT,0.76402426,18295.752727508545
E02225,24599.25,CHECKOUT_ABANDONED,Bank_A,E42,P001,NETBANKING,ALTERNATE_PAYMENT,0.7412457,18234.087966129184
E04362,24714.09,CHECKOUT_ABANDONED,Bank_A,E42,P009,CARD,ALTERNATE_PAYMENT,0.7373989,18224.14333516896
E02059,24980.33,PAYMENT_FAILED,Bank_B,E11,P007,NETBANKING,RETRY_PAYMENT,0.72603256,18136.53281722367
E01684,22418.95,SUBSCRIPTION_FAILED,Bank_C,E42,P001,WALLET,ALTERNATE_PAYMENT,0.80866617,18129.44642392695
E00578,24504.45,PAYMENT_FAILED,Bank_B,E11,P013,WALLET,RETRY_PAYMENT,0.73963034,18124.23472250104
E01474,24863.92,PAYMENT_FAILED,Bank_D,E11,P004,WALLET,RETRY_PAYMENT,0.72890025,18123.317597784993
E04022,24671.36,CHECKOUT_ABANDONED,Bank_A,E42,P014,WALLET,ALTERNATE_PAYMENT,0.734247,18114.872777137756
E02969,23756.88,CHECKOUT_ABANDONED,Bank_A,E42,P005,WALLET,ALTERNATE_PAYMENT,0.76232255,18110.405224084854
E02437,24582.36,PAYMENT_FAILED,Bank_A,E17,P017,UPI,RETRY_PAYMENT,0.7364582,18103.88016310215
E00739,22733.08,SUBSCRIPTION_FAILED,Bank_C,E42,P009,WALLET,ALTERNATE_PAYMENT,0.79612434,18098.35829079151
E01688,24312.53,PAYMENT_FAILED,Bank_A,E11,P020,UPI,RETRY_PAYMENT,0.7438874,18085.785324025153
E00009,24463.19,PAYMENT_FAILED,Bank_B,E23,P020,WALLET,RETRY_PAYMENT,0.7381562,18057.65535695195
E04893,23541.72,PAYMENT_FAILED,Bank_A,E42,P016,WALLET,ALTERNATE_PAYMENT,0.76578754,18027.95589010477
E02495,23806.81,CHECKOUT_ABANDONED,Bank_A,E42,P003,WALLET,ALTERNATE_PAYMENT,0.7563689,18006.730109026434
E03301,24963.33,PAYMENT_FAILED,Bank_D,E23,P004,UPI,RETRY_PAYMENT,0.7211597,18002.547488400938
E00806,20521.7,SUBSCRIPTION_FAILED,Bank_A,E42,P006,NETBANKING,ALTERNATE_PAYMENT,0.874861,17953.635024094583
E03848,22520.82,PAYMENT_FAILED,Bank_A,E42,P015,WALLET,ALTERNATE_PAYMENT,0.7963702,17934.91011366248
E01201,22836.42,PAYMENT_FAILED,Bank_A,E42,P001,CARD,ALTERNATE_PAYMENT,0.78444874,17914.000960571764
E03937,23871.04,PAYMENT_FAILED,Bank_A,E42,P002,WALLET,ALTERNATE_PAYMENT,0.74932367,17887.135206317904
E03682,23818.93,PAYMENT_FAILED,Bank_A,E42,P008,CARD,ALTERNATE_PAYMENT,0.7508967,17885.55575055361
E01197,23690.88,INVOICE_OVERDUE,Bank_A,E42,P008,WALLET,ALTERNATE_PAYMENT,0.75426567,17869.217381515504
E04468,24867.11,PAYMENT_FAILED,Bank_A,E42,P015,CARD,ALTERNATE_PAYMENT,0.71852064,17867.531825146674
E02344,22957.72,INVOICE_OVERDUE,Bank_A,E42,P015,NETBANKING,ALTERNATE_PAYMENT,0.77747846,17849.132710294725
E02974,22317.92,SUBSCRIPTION_FAILED,Bank_C,E42,P015,NETBANKING,ALTERNATE_PAYMENT,0.7996193,17845.839948482513
E00218,22864.8,PAYMENT_FAILED,Bank_A,E42,P011,WALLET,ALTERNATE_PAYMENT,0.78018117,17838.686404609678
E00551,23572.55,PAYMENT_FAILED,Bank_A,E42,P014,WALLET,ALTERNATE_PAYMENT,0.75666994,17836.639960303903
E03181,22848.11,PAYMENT_FAILED,Bank_A,E42,P011,WALLET,ALTERNATE_PAYMENT,0.78018117,17825.66518089056
E00067,24158.49,PAYMENT_FAILED,Bank_D,E11,P017,NETBANKING,RETRY_PAYMENT,0.7375683,17818.536855105758
E03883,24958.95,SUBSCRIPTION_FAILED,Bank_C,E42,P003,CARD,ALTERNATE_PAYMENT,0.7129666,17794.898243263364
E00680,23150.22,PAYMENT_FAILED,Bank_A,E42,P017,UPI,ALTERNATE_PAYMENT,0.7682116,17784.267619814873
E02889,23413.2,INVOICE_OVERDUE,Bank_A,E42,P016,WALLET,ALTERNATE_PAYMENT,0.7595516,17783.533163380624
E02712,23577.01,SUBSCRIPTION_FAILED,Bank_C,E42,P016,NETBANKING,ALTERNATE_PAYMENT,0.75400996,17777.300416104794
E02170,24481.32,PAYMENT_FAILED,Bank_D,E23,P004,UPI,RETRY_PAYMENT,0.7255525,17762.482912023068
E03620,23254.41,CHECKOUT_ABANDONED,Bank_A,E42,P017,CARD,ALTERNATE_PAYMENT,0.7637356,17760.22059645474
E03877,23083.01,CHECKOUT_ABANDONED,Bank_A,E42,P015,NETBANKING,ALTERNATE_PAYMENT,0.768792,17746.032814317343
E02200,24240.23,CHECKOUT_ABANDONED,Bank_B,E42,P020,WALLET,ALTERNATE_PAYMENT,0.73177165,17738.313053305745
E04523,24220.63,PAYMENT_FAILED,Bank_C,E11,P006,CARD,RETRY_PAYMENT,0.73147005,17716.665399046542
E02388,24648.73,CHECKOUT_ABANDONED,Bank_A,E42,P014,CARD,ALTERNATE_PAYMENT,0.7186744,17714.411768786907
E03929,23628.81,CHECKOUT_ABANDONED,Bank_A,E42,P018,WALLET,ALTERNATE_PAYMENT,0.7494085,17707.630669133665
E03112,22123.61,SUBSCRIPTION_FAILED,Bank_D,E42,P010,WALLET,ALTERNATE_PAYMENT,0.79970556,17692.3740343529
E00105,23800.37,CHECKOUT_ABANDONED,Bank_A,E42,P006,WALLET,ALTERNATE_PAYMENT,0.7433577,17692.188730538488
E04950,24194.43,PAYMENT_FAILED,Bank_D,E17,P008,CARD,RETRY_PAYMENT,0.73104155,17687.13362396121
E00489,24764.45,PAYMENT_FAILED,Bank_B,E23,P010,NETBANKING,RETRY_PAYMENT,0.7137607,17675.89052323401
E03528,23818.1,CHECKOUT_ABANDONED,Bank_A,E42,P006,NETBANKING,ALTERNATE_PAYMENT,0.741822,17668.790681052207
E00604,24648.81,PAYMENT_FAILED,Bank_A,E11,P008,CARD,RETRY_PAYMENT,0.7165832,17662.922957391143
E02657,22892.05,CHECKOUT_ABANDONED,Bank_A,E42,P009,WALLET,ALTERNATE_PAYMENT,0.7703343,17634.531389668584
E01266,24359.01,CHECKOUT_ABANDONED,Bank_A,E42,P020,CARD,ALTERNATE_PAYMENT,0.72383183,17631.82684396684
E04623,22632.59,SUBSCRIPTION_FAILED,Bank_C,E42,P010,NETBANKING,ALTERNATE_PAYMENT,0.77857953,17621.27135504663
E03198,20008.92,SUBSCRIPTION_FAILED,Bank_A,E42,P009,NETBANKING,ALTERNATE_PAYMENT,0.88038117,17615.4763387084
E01836,21652.43,SUBSCRIPTION_FAILED,Bank_B,E42,P001,WALLET,ALTERNATE_PAYMENT,0.81266457,17596.16268128574
E03705,20621.89,SUBSCRIPTION_FAILED,Bank_A,E42,P016,WALLET,ALTERNATE_PAYMENT,0.85169005,17563.45860644102
E03663,22629.43,PAYMENT_FAILED,Bank_A,E42,P016,CARD,ALTERNATE_PAYMENT,0.7760336,17561.197583120465
E00110,24547.18,CHECKOUT_ABANDONED,Bank_A,E42,P015,WALLET,ALTERNATE_PAYMENT,0.7147034,17543.952541526556
E03987,20464.91,SUBSCRIPTION_FAILED,Bank_A,E42,P012,CARD,ALTERNATE_PAYMENT,0.85678065,17533.938855799435
E02744,23455.54,PAYMENT_FAILED,Bank_A,E42,P015,UPI,ALTERNATE_PAYMENT,0.74749017,17532.785526165964
E03149,24700.55,CHECKOUT_ABANDONED,Bank_A,E42,P012,UPI,ALTERNATE_PAYMENT,0.7088455,17508.87362061143
E00649,22707.66,PAYMENT_FAILED,Bank_A,E42,P008,WALLET,ALTERNATE_PAYMENT,0.77082956,17503.73552947283
E02337,24870.69,SUBSCRIPTION_FAILED,Bank_B,E42,P015,CARD,ALTERNATE_PAYMENT,0.7036717,17500.800558321476
E03820,22705.41,INVOICE_OVERDUE,Bank_A,E42,P005,UPI,ALTERNATE_PAYMENT,0.77074414,17500.06181542933
E03222,24240.23,PAYMENT_FAILED,Bank_C,E11,P016,UPI,RETRY_PAYMENT,0.72171724,17494.591854416132
E01919,23871.81,CHECKOUT_ABANDONED,Bank_A,E42,P006,CARD,ALTERNATE_PAYMENT,0.7328514,17494.489046505692
E00464,22593.49,PAYMENT_FAILED,Bank_A,E42,P001,WALLET,ALTERNATE_PAYMENT,0.77427953,17493.67692708671
E03813,23592.56,CHECKOUT_ABANDONED,Bank_A,E42,P003,CARD,ALTERNATE_PAYMENT,0.74044126,17468.904917244912
E04481,24981.62,PAYMENT_FAILED,Bank_D,E23,P011,UPI,RETRY_PAYMENT,0.69884056,17458.169273756743
E01728,23144.16,INVOICE_OVERDUE,Bank_A,E42,P002,CARD,ALTERNATE_PAYMENT,0.7540156,17451.058256464003
E03297,23216.81,SUBSCRIPTION_FAILED,Bank_C,E42,P014,CARD,ALTERNATE_PAYMENT,0.75140977,17445.33784036875
E04836,20461.26,SUBSCRIPTION_FAILED,Bank_A,E42,P011,WALLET,ALTERNATE_PAYMENT,0.8523359,17439.86584883809
E03954,23854.42,CHECKOUT_ABANDONED,Bank_A,E42,P020,WALLET,ALTERNATE_PAYMENT,0.73041797,17423.696956610678
E01488,24956.56,INVOICE_OVERDUE,Bank_A,E42,P007,WALLET,ALTERNATE_PAYMENT,0.6979822,17419.23445456505
E02945,23887.61,CHECKOUT_ABANDONED,Bank_A,E42,P015,WALLET,ALTERNATE_PAYMENT,0.72860646,17404.66701916933
E00882,24991.57,PAYMENT_FAILED,Bank_A,E42,P010,WALLET,ALTERNATE_PAYMENT,0.6956434,17385.221350622178
E04734,23373.82,INVOICE_OVERDUE,Bank_A,E42,P011,WALLET,ALTERNATE_PAYMENT,0.7437748,17384.857634031774
E04741,22520.72,INVOICE_OVERDUE,Bank_A,E42,P015,NETBANKING,ALTERNATE_PAYMENT,0.77034956,17348.826791710853
E02313,24495.23,PAYMENT_FAILED,Bank_C,E23,P006,WALLET,RETRY_PAYMENT,0.7082026,17347.585585334302
E01972,24794.59,INVOICE_OVERDUE,Bank_A,E42,P006,NETBANKING,ALTERNATE_PAYMENT,0.699393,17341.16204855025
E03630,23144.24,PAYMENT_FAILED,Bank_A,E42,P010,CARD,ALTERNATE_PAYMENT,0.74797493,17311.311344676018
E04348,22841.53,CHECKOUT_ABANDONED,Bank_A,E42,P019,UPI,ALTERNATE_PAYMENT,0.7576645,17306.216444762347
E03023,23042.05,PAYMENT_FAILED,Bank_A,E42,P008,NETBANKING,ALTERNATE_PAYMENT,0.75036216,17289.88235863447
E03085,22147.35,SUBSCRIPTION_FAILED,Bank_D,E42,P014,NETBANKING,ALTERNATE_PAYMENT,0.78033984,17282.45949062705
E01425,24626.2,PAYMENT_FAILED,Bank_A,E17,P018,CARD,RETRY_PAYMENT,0.7017866,17282.33661979437
E01074,24735.28,PAYMENT_FAILED,Bank_B,E11,P016,WALLET,RETRY_PAYMENT,0.6985125,17277.90213654041
E01971,23091.29,PAYMENT_FAILED,Bank_A,E42,P002,CARD,ALTERNATE_PAYMENT,0.7478897,17269.737894179227
E02625,24273.36,CHECKOUT_ABANDONED,Bank_A,E42,P015,CARD,ALTERNATE_PAYMENT,0.71091205,17256.22408926487
E04273,24803.77,PAYMENT_FAILED,Bank_C,E11,P015,UPI,RETRY_PAYMENT,0.695558,17252.460939692854
E04490,22230.46,PAYMENT_FAILED,Bank_A,E42,P017,CARD,ALTERNATE_PAYMENT,0.77599025,17250.620162472725
E04606,22840.85,INVOICE_OVERDUE,Bank_A,E42,P016,CARD,ALTERNATE_PAYMENT,0.75516677,17248.650896346568
E02288,22414.38,PAYMENT_FAILED,Bank_A,E42,P009,NETBANKING,ALTERNATE_PAYMENT,0.7693452,17244.39619976163
E02525,19466.13,SUBSCRIPTION_FAILED,Bank_A,E42,P014,NETBANKING,ALTERNATE_PAYMENT,0.8854012,17235.334653598668
E03120,22131.43,SUBSCRIPTION_FAILED,Bank_B,E42,P003,UPI,ALTERNATE_PAYMENT,0.7775456,17208.195383638144
E00100,24551.79,CHECKOUT_ABANDONED,Bank_A,E42,P006,WALLET,ALTERNATE_PAYMENT,0.69989824,17183.75468228817
E00509,22051.92,PAYMENT_FAILED,Bank_A,E42,P004,NETBANKING,ALTERNATE_PAYMENT,0.7781614,17159.953083600998
E00931,22232.63,INVOICE_OVERDUE,Bank_A,E42,P015,WALLET,ALTERNATE_PAYMENT,0.7713623,17149.412716064453
E04533,22716.49,PAYMENT_FAILED,Bank_A,E42,P014,CARD,ALTERNATE_PAYMENT,0.7542197,17133.22451880157
E04715,22667.24,CHECKOUT_ABANDONED,Bank_A,E42,P004,UPI,ALTERNATE_PAYMENT,0.7557312,17130.34105288029
E03467,19394.67,SUBSCRIPTION_FAILED,Bank_A,E42,P019,UPI,ALTERNATE_PAYMENT,0.8832094,17129.554996052382
E02604,22483.65,PAYMENT_FAILED,Bank_A,E42,P013,WALLET,ALTERNATE_PAYMENT,0.7615878,17123.273507890106
E02072,22637.97,CHECKOUT_ABANDONED,Bank_A,E42,P011,NETBANKING,ALTERNATE_PAYMENT,0.7555286,17103.634433507323
E01328,18989.37,SUBSCRIPTION_FAILED,Bank_A,E42,P016,NETBANKING,ALTERNATE_PAYMENT,0.8988755,17069.078977367877
E02993,24584.06,INVOICE_OVERDUE,Bank_A,E42,P006,UPI,ALTERNATE_PAYMENT,0.6941526,17065.08901052952
E00940,22798.29,INVOICE_OVERDUE,Bank_A,E42,P013,NETBANKING,ALTERNATE_PAYMENT,0.7484158,17062.601081660985
E01445,19347.8,SUBSCRIPTION_FAILED,Bank_A,E42,P017,WALLET,ALTERNATE_PAYMENT,0.88148624,17054.81941717863
E03333,21947.77,INVOICE_OVERDUE,Bank_A,E42,P005,NETBANKING,ALTERNATE_PAYMENT,0.77674425,17047.80407062888
E00997,24049.95,PAYMENT_FAILED,Bank_C,E23,P010,UPI,RETRY_PAYMENT,0.70843846,17037.909446284175
