event_id,customer_id,amount,event_type,bank,error_code,product_id,payment_method,intervention,recovered
E00010,C0097,23917.24,CHECKOUT_ABANDONED,Bank_C,E17,P020,NETBANKING,ALTERNATE_PAYMENT,0
E00011,C0149,14221.19,SUBSCRIPTION_FAILED,Bank_B,E23,P020,NETBANKING,RETRY_PAYMENT,0
E00011,C0149,14221.19,SUBSCRIPTION_FAILED,Bank_B,E23,P020,NETBANKING,SEND_REMINDER,0
E00011,C0149,14221.19,SUBSCRIPTION_FAILED,Bank_B,E23,P020,NETBANKING,ALTERNATE_PAYMENT,1
E00012,C0710,2215.51,CHECKOUT_ABANDONED,Bank_A,E42,P019,CARD,RETRY_PAYMENT,0
E00012,C0710,2215.51,CHECKOUT_ABANDONED,Bank_A,E42,P019,CARD,SEND_REMINDER,0
E00012,C0710,2215.51,CHECKOUT_ABANDONED,Bank_A,E42,P019,CARD,ALTERNATE_PAYMENT,1
E00013,C0502,11924.55,PAYMENT_FAILED,Bank_A,E23,P019,UPI,RETRY_PAYMENT,1
E00013,C0502,11924.55,PAYMENT_FAILED,Bank_A,E23,P019,UPI,SEND_REMINDER,0
E00013,C0502,11924.55,PAYMENT_FAILED,Bank_A,E23,P019,UPI,ALTERNATE_PAYMENT,1
E00014,C0303,10161.53,CHECKOUT_ABANDONED,Bank_B,E11,P015,NETBANKING,RETRY_PAYMENT,0
E00014,C0303,10161.53,CHECKOUT_ABANDONED,Bank_B,E11,P015,NETBANKING,SEND_REMINDER,1
E00014,C0303,10161.53,CHECKOUT_ABANDONED,Bank_B,E11,P015,NETBANKING,ALTERNATE_PAYMENT,0
E00015,C0671,13000.47,PAYMENT_FAILED,Bank_A,E17,P014,NETBANKING,RETRY_PAYMENT,0
E00015,C0671,13000.47,PAYMENT_FAILED,Bank_A,E17,P014,NETBANKING,SEND_REMINDER,1
E00015,C0671,13000.47,PAYMENT_FAILED,Bank_A,E17,P014,NETBANKING,ALTERNATE_PAYMENT,1
E00016,C0663,5199.03,SUBSCRIPTION_FAILED,Bank_B,E42,P013,NETBANKING,RETRY_PAYMENT,1
E00016,C0663,5199.03,SUBSCRIPTION_FAILED,Bank_B,E42,P013,NETBANKING,SEND_REMINDER,0
E00016,C0663,5199.03,SUBSCRIPTION_FAILED,Bank_B,E42,P013,NETBANKING,ALTERNATE_PAYMENT,0
E00017,C0438,7318.66,INVOICE_OVERDUE,Bank_C,E42,P018,NETBANKING,RETRY_PAYMENT,1
E00017,C0438,7318.66,INVOICE_OVERDUE,Bank_C,E42,P018,NETBANKING,SEND_REMINDER,0
E00017,C0438,7318.66,INVOICE_OVERDUE,Bank_C,E42,P018,NETBANKING,ALTERNATE_PAYMENT,0
E00018,C0185,15550.21,CHECKOUT_ABANDONED,Bank_C,E23,P013,WALLET,RETRY_PAYMENT,0
E00018,C0185,15550.21,CHECKOUT_ABANDONED,Bank_C,E23,P013,WALLET,SEND_REMINDER,0
E00018,C0185,15550.21,CHECKOUT_ABANDONED,Bank_C,E23,P013,WALLET,ALTERNATE_PAYMENT,0
E00019,C0369,20237.08,SUBSCRIPTION_FAILED,Bank_C,E42,P011,NETBANKING,RETRY_PAYMENT,0
E00019,C0369,20237.08,SUBSCRIPTION_FAILED,Bank_C,E42,P011,NETBANKING,SEND_REMINDER,0
E00019,C0369,20237.08,SUBSCRIPTION_FAILED,Bank_C,E42,P011,NETBANKING,ALTERNATE_PAYMENT,1
E00020,C0861,12849.14,INVOICE_OVERDUE,Bank_D,E23,P007,CARD,RETRY_PAYMENT,0
E00020,C0861,12849.14,INVOICE_OVERDUE,Bank_D,E23,P007,CARD,SEND_REMINDER,1
E00020,C0861,12849.14,INVOICE_OVERDUE,Bank_D,E23,P007,CARD,ALTERNATE_PAYMENT,0
E00021,C0311,1964.65,CHECKOUT_ABANDONED,Bank_D,E17,P012,UPI,RETRY_PAYMENT,0
E00021,C0311,1964.65,CHECKOUT_ABANDONED,Bank_D,E17,P012,UPI,SEND_REMINDER,1
E00021,C0311,1964.65,CHECKOUT_ABANDONED,Bank_D,E17,P012,UPI,ALTERNATE_PAYMENT,1
E00022,C0727,858.92,SUBSCRIPTION_FAILED,Bank_B,E17,P003,WALLET,RETRY_PAYMENT,1
E00022,C0727,858.92,SUBSCRIPTION_FAILED,Bank_B,E17,P003,WALLET,SEND_REMINDER,0
E00022,C0727,858.92,SUBSCRIPTION_FAILED,Bank_B,E17,P003,WALLET,ALTERNATE_PAYMENT,0
E00023,C0768,16608.82,INVOICE_OVERDUE,Bank_B,E42,P014,WALLET,RETRY_PAYMENT,0
E00023,C0768,16608.82,INVOICE_OVERDUE,Bank_B,E42,P014,WALLET,SEND_REMINDER,0
E00023,C0768,16608.82,INVOICE_OVERDUE,Bank_B,E42,P014,WALLET,ALTERNATE_PAYMENT,0
E00024,C0271,23831.89,INVOICE_OVERDUE,Bank_B,E42,P013,WALLET,RETRY_PAYMENT,0
E00024,C0271,23831.89,INVOICE_OVERDUE,Bank_B,E42,P013,WALLET,SEND_REMINDER,0
E00024,C0271,23831.89,INVOICE_OVERDUE,Bank_B,E42,P013,WALLET,ALTERNATE_PAYMENT,1
E00025,C0614,17303.62,SUBSCRIPTION_FAILED,Bank_C,E23,P006,WALLET,RETRY_PAYMENT,1
E00025,C0614,17303.62,SUBSCRIPTION_FAILED,Bank_C,E23,P006,WALLET,SEND_REMINDER,1
E00025,C0614,17303.62,SUBSCRIPTION_FAILED,Bank_C,E23,P006,WALLET,ALTERNATE_PAYMENT,0
E00026,C0316,18187.24,SUBSCRIPTION_FAILED,Bank_A,E17,P010,UPI,RETRY_PAYMENT,1
E00026,C0316,18187.24,SUBSCRIPTION_FAILED,Bank_A,E17,P010,UPI,SEND_REMINDER,1
E00026,C0316,18187.24,SUBSCRIPTION_FAILED,Bank_A,E17,P010,UPI,ALTERNATE_PAYMENT,1
E00027,C0394,14429.16,INVOICE_OVERDUE,Bank_D,E17,P003,UPI,RETRY_PAYMENT,1
E00027,C0394,14429.16,INVOICE_OVERDUE,Bank_D,E17,P003,UPI,SEND_REMINDER,1
E00027,C0394,14429.16,INVOICE_OVERDUE,Bank_D,E17,P003,UPI,ALTERNATE_PAYMENT,1
E00028,C0958,23294.89,INVOICE_OVERDUE,Bank_C,E17,P007,CARD,RETRY_PAYMENT,1
E00028,C0958,23294.89,INVOICE_OVERDUE,Bank_C,E17,P007,CARD,SEND_REMINDER,1
E00028,C0958,23294.89,INVOICE_OVERDUE,Bank_C,E17,P007,CARD,ALTERNATE_PAYMENT,1
E00029,C0397,3140.85,INVOICE_OVERDUE,Bank_A,E42,P016,CARD,RETRY_PAYMENT,0
E00029,C0397,3140.85,INVOICE_OVERDUE,Bank_A,E42,P016,CARD,SEND_REMINDER,1
E00029,C0397,3140.85,INVOICE_OVERDUE,Bank_A,E42,P016,CARD,ALTERNATE_PAYMENT,0
E00030,C0891,11967.01,CHECKOUT_ABANDONED,Bank_B,E17,P011,UPI,RETRY_PAYMENT,0
E00030,C0891,11967.01,CHECKOUT_ABANDONED,Bank_B,E17,P011,UPI,SEND_REMINDER,1
E00030,C0891,11967.01,CHECKOUT_ABANDONED,Bank_B,E17,P011,UPI,ALTERNATE_PAYMENT,0
E00031,C0884,10752.97,SUBSCRIPTION_FAILED,Bank_A,E42,P003,CARD,RETRY_PAYMENT,0
E00031,C0884,10752.97,SUBSCRIPTION_FAILED,Bank_A,E42,P003,CARD,SEND_REMINDER,0
E00031,C0884,10752.97,SUBSCRIPTION_FAILED,Bank_A,E42,P003,CARD,ALTERNATE_PAYMENT,1
E00032,C0559,24516.64,CHECKOUT_ABANDONED,Bank_C,E17,P006,WALLET,RETRY_PAYMENT,1
E00032,C0559,24516.64,CHECKOUT_ABANDONED,Bank_C,E17,P006,WALLET,SEND_REMINDER,1
E00032,C0559,24516.64,CHECKOUT_ABANDONED,Bank_C,E17,P006,WALLET,ALTERNATE_PAYMENT,0
E00033,C0711,8507.28,SUBSCRIPTION_FAILED,Bank_A,E42,P006,UPI,RETRY_PAYMENT,0
E00033,C0711,8507.28,SUBSCRIPTION_FAILED,Bank_A,E42,P006,UPI,SEND_REMINDER,1
E00033,C0711,8507.28,SUBSCRIPTION_FAILED,Bank_A,E42,P006,UPI,ALTERNATE_PAYMENT,1
E00034,C0084,21698.16,SUBSCRIPTION_FAILED,Bank_B,E23,P008,UPI,RETRY_PAYMENT,1
E00034,C0084,21698.16,SUBSCRIPTION_FAILED,Bank_B,E23,P008,UPI,SEND_REMINDER,0
E00034,C0084,21698.16,SUBSCRIPTION_FAILED,Bank_B,E23,P008,UPI,ALTERNATE_PAYMENT,0
E00035,C0979,7258.4,CHECKOUT_ABANDONED,Bank_C,E42,P001,UPI,RETRY_PAYMENT,1
E00035,C0979,7258.4,CHECKOUT_ABANDONED,Bank_C,E42,P001,UPI,SEND_REMINDER,0
E00035,C0979,7258.4,CHECKOUT_ABANDONED,Bank_C,E42,P001,UPI,ALTERNATE_PAYMENT,0
E00036,C0947,9171.47,SUBSCRIPTION_FAILED,Bank_C,E42,P019,CARD,RETRY_PAYMENT,0
E00036,C0947,9171.47,SUBSCRIPTION_FAILED,Bank_C,E42,P019,CARD,SEND_REMINDER,0
E00036,C0947,9171.47,SUBSCRIPTION_FAILED,Bank_C,E42,P019,CARD,ALTERNATE_PAYMENT,1
E00037,C0939,20309.96,SUBSCRIPTION_FAILED,Bank_A,E42,P009,NETBANKING,RETRY_PAYMENT,0
E00037,C0939,20309.96,SUBSCRIPTION_FAILED,Bank_A,E42,P009,NETBANKING,SEND_REMINDER,0
E00037,C0939,20309.96,SUBSCRIPTION_FAILED,Bank_A,E42,P009,NETBANKING,ALTERNATE_PAYMENT,1
E00038,C0091,19690.66,CHECKOUT_ABANDONED,Bank_B,E23,P013,NETBANKING,RETRY_PAYMENT,0
E00038,C0091,19690.66,CHECKOUT_ABANDONED,Bank_B,E23,P013,NETBANKING,SEND_REMINDER,1
E00038,C0091,19690.66,CHECKOUT_ABANDONED,Bank_B,E23,P013,NETBANKING,ALTERNATE_PAYMENT,0
E00039,C0727,11199.3,CHECKOUT_ABANDONED,Bank_B,E17,P019,CARD,RETRY_PAYMENT,1
E00039,C0727,11199.3,CHECKOUT_ABANDONED,Bank_B,E17,P019,CARD,SEND_REMINDER,0
E00039,C0727,11199.3,CHECKOUT_ABANDONED,Bank_B,E17,P019,CARD,ALTERNATE_PAYMENT,0
E00040,C0218,18533.85,PAYMENT_FAILED,Bank_A,E23,P001,UPI,RETRY_PAYMENT,1
E00040,C0218,18533.85,PAYMENT_FAILED,Bank_A,E23,P001,UPI,SEND_REMINDER,0
E00040,C0218,18533.85,PAYMENT_FAILED,Bank_A,E23,P001,UPI,ALTERNATE_PAYMENT,1
E00041,C0498,17453.17,CHECKOUT_ABANDONED,Bank_D,E17,P009,CARD,RETRY_PAYMENT,0
E00041,C0498,17453.17,CHECKOUT_ABANDONED,Bank_D,E17,P009,CARD,SEND_REMINDER,1
E00041,C0498,17453.17,CHECKOUT_ABANDONED,Bank_D,E17,P009,CARD,ALTERNATE_PAYMENT,1
E00042,C0775,11400.79,INVOICE_OVERDUE,Bank_C,E11,P011,NETBANKING,RETRY_PAYMENT,1
E00042,C0775,11400.79,INVOICE_OVERDUE,Bank_C,E11,P011,NETBANKING,SEND_REMINDER,0
E00042,C0775,11400.79,INVOICE_OVERDUE,Bank_C,E11,P011,NETBANKING,ALTERNATE_PAYMENT,0
E00043,C0062,4876.6,PAYMENT_FAILED,Bank_C,E23,P002,NETBANKING,RETRY_PAYMENT,1
E00043,C0062,4876.6,PAYMENT_FAILED,Bank_C,E23,P002,NETBANKING,SEND_REMINDER,0
E00043,C0062,4876.6,PAYMENT_FAILED,Bank_C,E23,P002,NETBANKING,ALTERNATE_PAYMENT,1
E00044,C0225,24099.93,INVOICE_OVERDUE,Bank_D,E23,P008,UPI,RETRY_PAYMENT,1
E00044,C0225,24099.93,INVOICE_OVERDUE,Bank_D,E23,P008,UPI,SEND_REMINDER,0
E00044,C0225,24099.93,INVOICE_OVERDUE,Bank_D,E23,P008,UPI,ALTERNATE_PAYMENT,1
E00045,C0776,14943.22,CHECKOUT_ABANDONED,Bank_C,E42,P018,NETBANKING,RETRY_PAYMENT,0
E00045,C0776,14943.22,CHECKOUT_ABANDONED,Bank_C,E42,P018,NETBANKING,SEND_REMINDER,0
E00045,C0776,14943.22,CHECKOUT_ABANDONED,Bank_C,E42,P018,NETBANKING,ALTERNATE_PAYMENT,1
E00046,C0646,10305.15,INVOICE_OVERDUE,Bank_A,E42,P004,WALLET,RETRY_PAYMENT,0
E00046,C0646,10305.15,INVOICE_OVERDUE,Bank_A,E42,P004,WALLET,SEND_REMINDER,0
E00046,C0646,10305.15,INVOICE_OVERDUE,Bank_A,E42,P004,WALLET,ALTERNATE_PAYMENT,1
E00047,C0624,11248.4,PAYMENT_FAILED,Bank_C,E17,P016,UPI,RETRY_PAYMENT,0
E00047,C0624,11248.4,PAYMENT_FAILED,Bank_C,E17,P016,UPI,SEND_REMINDER,0
E00047,C0624,11248.4,PAYMENT_FAILED,Bank_C,E17,P016,UPI,ALTERNATE_PAYMENT,1
E00048,C0018,5860.75,SUBSCRIPTION_FAILED,Bank_C,E11,P017,UPI,RETRY_PAYMENT,0
E00048,C0018,5860.75,SUBSCRIPTION_FAILED,Bank_C,E11,P017,UPI,SEND_REMINDER,0
E00048,C0018,5860.75,SUBSCRIPTION_FAILED,Bank_C,E11,P017,UPI,ALTERNATE_PAYMENT,1
E00049,C0791,19973.05,PAYMENT_FAILED,Bank_D,E23,P017,WALLET,RETRY_PAYMENT,1
E00049,C0791,19973.05,PAYMENT_FAILED,Bank_D,E23,P017,WALLET,SEND_REMINDER,0
E00049,C0791,19973.05,PAYMENT_FAILED,Bank_D,E23,P017,WALLET,ALTERNATE_PAYMENT,1
E00050,C0644,16359.15,PAYMENT_FAILED,Bank_D,E42,P012,UPI,RETRY_PAYMENT,1
E00050,C0644,16359.15,PAYMENT_FAILED,Bank_D,E42,P012,UPI,SEND_REMINDER,1
E00050,C0644,16359.15,PAYMENT_FAILED,Bank_D,E42,P012,UPI,ALTERNATE_PAYMENT,1
E00051,C0612,7562.03,SUBSCRIPTION_FAILED,Bank_C,E23,P002,CARD,RETRY_PAYMENT,0
E00051,C0612,7562.03,SUBSCRIPTION_FAILED,Bank_C,E23,P002,CARD,SEND_REMINDER,0
E00051,C0612,7562.03,SUBSCRIPTION_FAILED,Bank_C,E23,P002,CARD,ALTERNATE_PAYMENT,0
E00052,C0798,932.62,CHECKOUT_ABANDONED,Bank_B,E42,P005,WALLET,RETRY_PAYMENT,0
E00052,C0798,932.62,CHECKOUT_ABANDONED,Bank_B,E42,P005,WALLET,SEND_REMINDER,0
E00052,C0798,932.62,CHECKOUT_ABANDONED,Bank_B,E42,P005,WALLET,ALTERNATE_PAYMENT,0
E00053,C0728,19396.67,PAYMENT_FAILED,Bank_B,E11,P016,WALLET,RETRY_PAYMENT,0
E00053,C0728,19396.67,PAYMENT_FAILED,Bank_B,E11,P016,WALLET,SEND_REMINDER,1
E00053,C0728,19396.67,PAYMENT_FAILED,Bank_B,E11,P016,WALLET,ALTERNATE_PAYMENT,0
E00054,C0971,10957.69,SUBSCRIPTION_FAILED,Bank_C,E23,P019,UPI,RETRY_PAYMENT,0
E00054,C0971,10957.69,SUBSCRIPTION_FAILED,Bank_C,E23,P019,UPI,SEND_REMINDER,0
E00054,C0971,10957.69,SUBSCRIPTION_FAILED,Bank_C,E23,P019,UPI,ALTERNATE_PAYMENT,1
E00055,C0561,11872.83,PAYMENT_FAILED,Bank_D,E42,P012,UPI,RETRY_PAYMENT,0
E00055,C0561,11872.83,PAYMENT_FAILED,Bank_D,E42,P012,UPI,SEND_REMINDER,1
E00055,C0561,11872.83,PAYMENT_FAILED,Bank_D,E42,P012,UPI,ALTERNATE_PAYMENT,1
E00056,C0046,3955.76,INVOICE_OVERDUE,Bank_D,E42,P012,CARD,RETRY_PAYMENT,1
E00056,C0046,3955.76,INVOICE_OVERDUE,Bank_D,E42,P012,CARD,SEND_REMINDER,0
E00056,C0046,3955.76,INVOICE_OVERDUE,Bank_D,E42,P012,CARD,ALTERNATE_PAYMENT,1
E00057,C0324,4928.86,INVOICE_OVERDUE,Bank_D,E23,P011,UPI,RETRY_PAYMENT,1
E00057,C0324,4928.86,INVOICE_OVERDUE,Bank_D,E23,P011,UPI,SEND_REMINDER,0
E00057,C0324,4928.86,INVOICE_OVERDUE,Bank_D,E23,P011,UPI,ALTERNATE_PAYMENT,1
E00058,C0359,19979.64,SUBSCRIPTION_FAILED,Bank_A,E23,P013,WALLET,RETRY_PAYMENT,0
E00058,C0359,19979.64,SUBSCRIPTION_FAILED,Bank_A,E23,P013,WALLET,SEND_REMINDER,1
E00058,C0359,19979.64,SUBSCRIPTION_FAILED,Bank_A,E23,P013,WALLET,ALTERNATE_PAYMENT,0
E00059,C0834,10657.25,CHECKOUT_ABANDONED,Bank_C,E42,P007,UPI,RETRY_PAYMENT,1
E00059,C0834,10657.25,CHECKOUT_ABANDONED,Bank_C,E42,P007,UPI,SEND_REMINDER,0
E00059,C0834,10657.25,CHECKOUT_ABANDONED,Bank_C,E42,P007,UPI,ALTERNATE_PAYMENT,1
E00060,C0209,5300.96,SUBSCRIPTION_FAILED,Bank_A,E42,P001,NETBANKING,RETRY_PAYMENT,0
E00060,C0209,5300.96,SUBSCRIPTION_FAILED,Bank_A,E42,P001,NETBANKING,SEND_REMINDER,0
E00060,C0209,5300.96,SUBSCRIPTION_FAILED,Bank_A,E42,P001,NETBANKING,ALTERNATE_PAYMENT,1
E00061,C0444,7912.85,PAYMENT_FAILED,Bank_A,E42,P011,NETBANKING,RETRY_PAYMENT,1
E00061,C0444,7912.85,PAYMENT_FAILED,Bank_A,E42,P011,NETBANKING,SEND_REMINDER,1
E00061,C0444,7912.85,PAYMENT_FAILED,Bank_A,E42,P011,NETBANKING,ALTERNATE_PAYMENT,1
E00062,C0637,8435.2,INVOICE_OVERDUE,Bank_D,E17,P013,NETBANKING,RETRY_PAYMENT,0
E00062,C0637,8435.2,INVOICE_OVERDUE,Bank_D,E17,P013,NETBANKING,SEND_REMINDER,0
E00062,C0637,8435.2,INVOICE_OVERDUE,Bank_D,E17,P013,NETBANKING,ALTERNATE_PAYMENT,0
E00063,C0250,13637.63,PAYMENT_FAILED,Bank_D,E42,P016,UPI,RETRY_PAYMENT,0
E00063,C0250,13637.63,PAYMENT_FAILED,Bank_D,E42,P016,UPI,SEND_REMINDER,0
E00063,C0250,13637.63,PAYMENT_FAILED,Bank_D,E42,P016,UPI,ALTERNATE_PAYMENT,0
E00064,C0438,7100.74,INVOICE_OVERDUE,Bank_A,E17,P016,UPI,RETRY_PAYMENT,0
E00064,C0438,7100.74,INVOICE_OVERDUE,Bank_A,E17,P016,UPI,SEND_REMINDER,0
E00064,C0438,7100.74,INVOICE_OVERDUE,Bank_A,E17,P016,UPI,ALTERNATE_PAYMENT,1
E00065,C0886,16689.57,INVOICE_OVERDUE,Bank_A,E42,P006,CARD,RETRY_PAYMENT,0
E00065,C0886,16689.57,INVOICE_OVERDUE,Bank_A,E42,P006,CARD,SEND_REMINDER,0
E00065,C0886,16689.57,INVOICE_OVERDUE,Bank_A,E42,P006,CARD,ALTERNATE_PAYMENT,0
E00066,C0773,20735.22,CHECKOUT_ABANDONED,Bank_A,E42,P013,UPI,RETRY_PAYMENT,0
E00066,C0773,20735.22,CHECKOUT_ABANDONED,Bank_A,E42,P013,UPI,SEND_REMINDER,1
E00066,C0773,20735.22,CHECKOUT_ABANDONED,Bank_A,E42,P013,UPI,ALTERNATE_PAYMENT,0
E00067,C0885,17980.25,PAYMENT_FAILED,Bank_A,E23,P016,WALLET,RETRY_PAYMENT,1
E00067,C0885,17980.25,PAYMENT_FAILED,Bank_A,E23,P016,WALLET,SEND_REMINDER,1
E00067,C0885,17980.25,PAYMENT_FAILED,Bank_A,E23,P016,WALLET,ALTERNATE_PAYMENT,1
E00068,C0135,10214.41,CHECKOUT_ABANDONED,Bank_C,E42,P012,NETBANKING,RETRY_PAYMENT,0
E00068,C0135,10214.41,CHECKOUT_ABANDONED,Bank_C,E42,P012,NETBANKING,SEND_REMINDER,0
E00068,C0135,10214.41,CHECKOUT_ABANDONED,Bank_C,E42,P012,NETBANKING,ALTERNATE_PAYMENT,1
E00069,C0874,21742.13,PAYMENT_FAILED,Bank_B,E23,P015,NETBANKING,RETRY_PAYMENT,1
E00069,C0874,21742.13,PAYMENT_FAILED,Bank_B,E23,P015,NETBANKING,SEND_REMINDER,0
E00069,C0874,21742.13,PAYMENT_FAILED,Bank_B,E23,P015,NETBANKING,ALTERNATE_PAYMENT,1
E00070,C0427,5346.16,CHECKOUT_ABANDONED,Bank_A,E11,P017,CARD,RETRY_PAYMENT,1
E00070,C0427,5346.16,CHECKOUT_ABANDONED,Bank_A,E11,P017,CARD,SEND_REMINDER,0
E00070,C0427,5346.16,CHECKOUT_ABANDONED,Bank_A,E11,P017,CARD,ALTERNATE_PAYMENT,1
E00071,C0918,13293.55,PAYMENT_FAILED,Bank_B,E11,P013,WALLET,RETRY_PAYMENT,1
E00071,C0918,13293.55,PAYMENT_FAILED,Bank_B,E11,P013,WALLET,SEND_REMINDER,0
E00071,C0918,13293.55,PAYMENT_FAILED,Bank_B,E11,P013,WALLET,ALTERNATE_PAYMENT,1
E00072,C0524,19347.41,CHECKOUT_ABANDONED,Bank_C,E23,P008,UPI,RETRY_PAYMENT,1
E00072,C0524,19347.41,CHECKOUT_ABANDONED,Bank_C,E23,P008,UPI,SEND_REMINDER,0
E00072,C0524,19347.41,CHECKOUT_ABANDONED,Bank_C,E23,P008,UPI,ALTERNATE_PAYMENT,1
E00073,C0807,2614.63,SUBSCRIPTION_FAILED,Bank_A,E42,P015,WALLET,RETRY_PAYMENT,1
E00073,C0807,2614.63,SUBSCRIPTION_FAILED,Bank_A,E42,P015,WALLET,SEND_REMINDER,1
E00073,C0807,2614.63,SUBSCRIPTION_FAILED,Bank_A,E42,P015,WALLET,ALTERNATE_PAYMENT,1
E00074,C0218,2360.99,INVOICE_OVERDUE,Bank_C,E23,P013,WALLET,RETRY_PAYMENT,1
E00074,C0218,2360.99,INVOICE_OVERDUE,Bank_C,E23,P013,WALLET,SEND_REMINDER,0
E00074,C0218,2360.99,INVOICE_OVERDUE,Bank_C,E23,P013,WALLET,ALTERNATE_PAYMENT,0
E00075,C0767,18261.03,INVOICE_OVERDUE,Bank_D,E11,P014,WALLET,RETRY_PAYMENT,1
E00075,C0767,18261.03,INVOICE_OVERDUE,Bank_D,E11,P014,WALLET,SEND_REMINDER,1
E00075,C0767,18261.03,INVOICE_OVERDUE,Bank_D,E11,P014,WALLET,ALTERNATE_PAYMENT,1
E00076,C0343,14148.16,PAYMENT_FAILED,Bank_B,E42,P009,WALLET,RETRY_PAYMENT,0
E00076,C0343,14148.16,PAYMENT_FAILED,Bank_B,E42,P009,WALLET,SEND_REMINDER,0
E00076,C0343,14148.16,PAYMENT_FAILED,Bank_B,E42,P009,WALLET,ALTERNATE_PAYMENT,0
E00077,C0473,8175.12,CHECKOUT_ABANDONED,Bank_A,E42,P002,UPI,RETRY_PAYMENT,0
E00077,C0473,8175.12,CHECKOUT_ABANDONED,Bank_A,E42,P002,UPI,SEND_REMINDER,1
E00077,C0473,8175.12,CHECKOUT_ABANDONED,Bank_A,E42,P002,UPI,ALTERNATE_PAYMENT,1
E00078,C0117,16462.83,SUBSCRIPTION_FAILED,Bank_A,E42,P015,NETBANKING,RETRY_PAYMENT,0
E00078,C0117,16462.83,SUBSCRIPTION_FAILED,Bank_A,E42,P015,NETBANKING,SEND_REMINDER,0
E00078,C0117,16462.83,SUBSCRIPTION_FAILED,Bank_A,E42,P015,NETBANKING,ALTERNATE_PAYMENT,1
E00079,C0542,9584.9,INVOICE_OVERDUE,Bank_C,E42,P007,UPI,RETRY_PAYMENT,0
E00079,C0542,9584.9,INVOICE_OVERDUE,Bank_C,E42,P007,UPI,SEND_REMINDER,1
E00079,C0542,9584.9,INVOICE_OVERDUE,Bank_C,E42,P007,UPI,ALTERNATE_PAYMENT,0
