event_id,customer_id,amount,event_type,bank,error_code,product_id,payment_method,hidden_prob_retry_payment,recovered_retry_payment,amount_recovered_retry_payment,hidden_prob_send_reminder,recovered_send_reminder,amount_recovered_send_reminder,hidden_prob_alternate_payment,recovered_alternate_payment,amount_recovered_alternate_payment
E00067,C0258,23625.34,INVOICE_OVERDUE,Bank_D,E42,P017,WALLET,0.30000000000000004,True,23625.34,0.55,True,23625.34,0.6,False,0.0
E00068,C0675,17090.62,INVOICE_OVERDUE,Bank_C,E42,P001,UPI,0.30000000000000004,False,0.0,0.55,True,17090.62,0.6,False,0.0
E00069,C0417,9959.51,INVOICE_OVERDUE,Bank_C,E11,P008,CARD,0.45,True,9959.51,0.55,False,0.0,0.5,False,0.0
E00070,C0898,2969.06,INVOICE_OVERDUE,Bank_A,E11,P019,CARD,0.45,False,0.0,0.55,True,2969.06,0.5,False,0.0
E00071,C0970,9942.22,INVOICE_OVERDUE,Bank_A,E17,P002,NETBANKING,0.45,False,0.0,0.55,False,0.0,0.5,False,0.0
E00072,C0075,9034.25,PAYMENT_FAILED,Bank_D,E17,P004,UPI,0.65,True,9034.25,0.4,False,0.0,0.5,False,0.0
E00073,C0920,10875.04,CHECKOUT_ABANDONED,Bank_A,E42,P003,UPI,0.10000000000000003,True,10875.04,0.6000000000000001,True,10875.04,0.75,True,10875.04
E00074,C0664,19522.12,PAYMENT_FAILED,Bank_D,E17,P005,WALLET,0.65,False,0.0,0.4,True,19522.12,0.5,True,19522.12
E00075,C0798,6336.79,PAYMENT_FAILED,Bank_A,E23,P017,UPI,0.65,False,0.0,0.4,False,0.0,0.5,False,0.0
E00076,C0019,7792.06,CHECKOUT_ABANDONED,Bank_A,E42,P017,WALLET,0.10000000000000003,False,0.0,0.6000000000000001,True,7792.06,0.75,True,7792.06
E00077,C0796,9195.18,INVOICE_OVERDUE,Bank_A,E23,P014,NETBANKING,0.45,False,0.0,0.55,False,0.0,0.5,True,9195.18
E00078,C0069,2540.47,SUBSCRIPTION_FAILED,Bank_C,E17,P003,WALLET,0.45,True,2540.47,0.4,True,2540.47,0.65,True,2540.47
E00079,C0144,23681.77,INVOICE_OVERDUE,Bank_C,E11,P007,UPI,0.45,True,23681.77,0.55,True,23681.77,0.5,True,23681.77
E00080,C0133,13963.46,CHECKOUT_ABANDONED,Bank_B,E23,P003,NETBANKING,0.45,True,13963.46,0.6000000000000001,True,13963.46,0.5,False,0.0
E00081,C0074,4003.3,SUBSCRIPTION_FAILED,Bank_A,E42,P012,UPI,0.10000000000000003,False,0.0,0.4,True,4003.3,0.9,True,4003.3
E00082,C0393,5953.12,PAYMENT_FAILED,Bank_C,E17,P018,NETBANKING,0.65,True,5953.12,0.4,True,5953.12,0.5,False,0.0
E00083,C0648,6214.09,PAYMENT_FAILED,Bank_A,E11,P016,UPI,0.65,True,6214.09,0.4,False,0.0,0.5,False,0.0
E00084,C0301,22738.5,SUBSCRIPTION_FAILED,Bank_D,E11,P004,WALLET,0.45,True,22738.5,0.4,True,22738.5,0.65,True,22738.5
E00085,C0167,9760.7,PAYMENT_FAILED,Bank_C,E23,P010,CARD,0.65,True,9760.7,0.4,True,9760.7,0.5,True,9760.7
E00086,C0220,778.16,PAYMENT_FAILED,Bank_B,E23,P020,WALLET,0.65,True,778.16,0.4,False,0.0,0.5,False,0.0
E00087,C0973,18778.1,SUBSCRIPTION_FAILED,Bank_C,E11,P017,UPI,0.45,False,0.0,0.4,False,0.0,0.65,False,0.0
E00088,C0685,20151.68,CHECKOUT_ABANDONED,Bank_B,E11,P013,UPI,0.45,False,0.0,0.6000000000000001,True,20151.68,0.5,True,20151.68
E00089,C0229,24827.64,PAYMENT_FAILED,Bank_D,E17,P004,NETBANKING,0.65,False,0.0,0.4,False,0.0,0.5,False,0.0
E00090,C0526,15920.27,SUBSCRIPTION_FAILED,Bank_A,E17,P015,NETBANKING,0.45,False,0.0,0.4,True,15920.27,0.65,True,15920.27
E00091,C0953,22578.37,SUBSCRIPTION_FAILED,Bank_B,E17,P011,WALLET,0.45,True,22578.37,0.4,True,22578.37,0.65,True,22578.37
E00092,C0668,11663.59,CHECKOUT_ABANDONED,Bank_A,E42,P008,CARD,0.10000000000000003,False,0.0,0.6000000000000001,True,11663.59,0.75,True,11663.59
E00093,C0540,6120.17,CHECKOUT_ABANDONED,Bank_B,E42,P005,UPI,0.30000000000000004,False,0.0,0.6000000000000001,False,0.0,0.6,True,6120.17
E00094,C0929,13634.36,SUBSCRIPTION_FAILED,Bank_C,E17,P020,UPI,0.45,False,0.0,0.4,True,13634.36,0.65,False,0.0
E00095,C0390,2366.91,CHECKOUT_ABANDONED,Bank_A,E11,P018,NETBANKING,0.45,False,0.0,0.6000000000000001,True,2366.91,0.5,False,0.0
E00096,C0798,2527.34,CHECKOUT_ABANDONED,Bank_A,E42,P018,NETBANKING,0.10000000000000003,False,0.0,0.6000000000000001,True,2527.34,0.75,True,2527.34
E00097,C0146,19551.26,PAYMENT_FAILED,Bank_C,E42,P015,UPI,0.5,False,0.0,0.4,False,0.0,0.6,True,19551.26
E00098,C0795,24262.9,PAYMENT_FAILED,Bank_A,E42,P017,UPI,0.3,False,0.0,0.4,True,24262.9,0.75,True,24262.9
E00099,C0823,7198.47,SUBSCRIPTION_FAILED,Bank_A,E23,P006,WALLET,0.45,True,7198.47,0.4,False,0.0,0.65,True,7198.47
E00100,C0023,22872.56,CHECKOUT_ABANDONED,Bank_C,E11,P005,UPI,0.45,True,22872.56,0.6000000000000001,True,22872.56,0.5,True,22872.56
E00101,C0457,6406.58,PAYMENT_FAILED,Bank_B,E23,P014,UPI,0.65,True,6406.58,0.4,False,0.0,0.5,False,0.0
E00102,C0488,22016.41,CHECKOUT_ABANDONED,Bank_A,E42,P002,WALLET,0.10000000000000003,False,0.0,0.6000000000000001,True,22016.41,0.75,True,22016.41
E00103,C0118,13247.54,CHECKOUT_ABANDONED,Bank_C,E17,P003,NETBANKING,0.45,True,13247.54,0.6000000000000001,True,13247.54,0.5,False,0.0
E00104,C0734,14242.98,INVOICE_OVERDUE,Bank_A,E17,P017,WALLET,0.45,False,0.0,0.55,True,14242.98,0.5,True,14242.98
E00105,C0578,15697.58,PAYMENT_FAILED,Bank_C,E23,P011,NETBANKING,0.65,False,0.0,0.4,True,15697.58,0.5,False,0.0
E00106,C0098,9089.4,CHECKOUT_ABANDONED,Bank_D,E42,P018,CARD,0.30000000000000004,True,9089.4,0.6000000000000001,True,9089.4,0.6,True,9089.4
E00107,C0166,9032.26,CHECKOUT_ABANDONED,Bank_C,E23,P001,WALLET,0.45,True,9032.26,0.6000000000000001,True,9032.26,0.5,True,9032.26
E00108,C0133,21627.91,CHECKOUT_ABANDONED,Bank_B,E23,P004,CARD,0.45,False,0.0,0.6000000000000001,True,21627.91,0.5,False,0.0
E00109,C0069,2122.78,INVOICE_OVERDUE,Bank_B,E11,P002,CARD,0.45,True,2122.78,0.55,False,0.0,0.5,True,2122.78
E00110,C0971,14701.42,SUBSCRIPTION_FAILED,Bank_A,E42,P019,NETBANKING,0.10000000000000003,True,14701.42,0.4,False,0.0,0.9,True,14701.42
E00111,C0912,10307.36,SUBSCRIPTION_FAILED,Bank_A,E42,P008,WALLET,0.10000000000000003,False,0.0,0.4,False,0.0,0.9,True,10307.36
E00112,C0667,21920.78,SUBSCRIPTION_FAILED,Bank_A,E42,P018,UPI,0.10000000000000003,False,0.0,0.4,False,0.0,0.9,True,21920.78
E00113,C0682,8954.52,PAYMENT_FAILED,Bank_C,E11,P006,UPI,0.65,False,0.0,0.4,False,0.0,0.5,False,0.0
E00114,C0078,9424.61,CHECKOUT_ABANDONED,Bank_A,E42,P013,NETBANKING,0.10000000000000003,False,0.0,0.6000000000000001,False,0.0,0.75,True,9424.61
E00115,C0056,17350.73,PAYMENT_FAILED,Bank_A,E23,P011,NETBANKING,0.65,True,17350.73,0.4,True,17350.73,0.5,True,17350.73
E00116,C0625,20251.93,INVOICE_OVERDUE,Bank_A,E17,P003,UPI,0.45,False,0.0,0.55,False,0.0,0.5,True,20251.93
E00117,C0474,12370.81,INVOICE_OVERDUE,Bank_C,E23,P014,WALLET,0.45,False,0.0,0.55,True,12370.81,0.5,True,12370.81
E00118,C0007,6684.71,SUBSCRIPTION_FAILED,Bank_B,E17,P003,NETBANKING,0.45,True,6684.71,0.4,False,0.0,0.65,True,6684.71
E00119,C0506,3125.71,INVOICE_OVERDUE,Bank_C,E23,P006,NETBANKING,0.45,False,0.0,0.55,False,0.0,0.5,True,3125.71
E00120,C0714,9743.46,SUBSCRIPTION_FAILED,Bank_D,E11,P007,UPI,0.45,False,0.0,0.4,True,9743.46,0.65,False,0.0
E00121,C0145,3434.17,CHECKOUT_ABANDONED,Bank_B,E17,P013,WALLET,0.45,False,0.0,0.6000000000000001,True,3434.17,0.5,True,3434.17
E00122,C0111,12711.83,PAYMENT_FAILED,Bank_B,E23,P004,NETBANKING,0.65,False,0.0,0.4,False,0.0,0.5,True,12711.83
E00123,C0595,11075.66,INVOICE_OVERDUE,Bank_C,E42,P010,UPI,0.30000000000000004,False,0.0,0.55,True,11075.66,0.6,False,0.0
E00124,C0952,14484.07,INVOICE_OVERDUE,Bank_D,E17,P013,CARD,0.45,True,14484.07,0.55,True,14484.07,0.5,False,0.0
E00125,C0582,6020.65,CHECKOUT_ABANDONED,Bank_A,E11,P016,WALLET,0.45,True,6020.65,0.6000000000000001,False,0.0,0.5,True,6020.65
E00126,C0823,4747.65,CHECKOUT_ABANDONED,Bank_A,E42,P009,NETBANKING,0.10000000000000003,False,0.0,0.6000000000000001,False,0.0,0.75,False,0.0
E00127,C0223,24568.28,PAYMENT_FAILED,Bank_C,E42,P006,CARD,0.5,False,0.0,0.4,False,0.0,0.6,True,24568.28
E00128,C0881,20518.27,SUBSCRIPTION_FAILED,Bank_C,E42,P006,NETBANKING,0.30000000000000004,False,0.0,0.4,True,20518.27,0.75,False,0.0
E00129,C0435,14504.51,SUBSCRIPTION_FAILED,Bank_B,E23,P013,WALLET,0.45,True,14504.51,0.4,True,14504.51,0.65,True,14504.51
E00130,C0225,10923.19,INVOICE_OVERDUE,Bank_B,E17,P020,UPI,0.45,False,0.0,0.55,False,0.0,0.5,False,0.0
E00131,C0805,7571.45,CHECKOUT_ABANDONED,Bank_A,E17,P011,NETBANKING,0.45,True,7571.45,0.6000000000000001,True,7571.45,0.5,False,0.0
E00132,C0010,9546.15,PAYMENT_FAILED,Bank_C,E23,P005,NETBANKING,0.65,True,9546.15,0.4,False,0.0,0.5,True,9546.15
E00133,C0321,20341.92,INVOICE_OVERDUE,Bank_B,E11,P005,UPI,0.45,True,20341.92,0.55,True,20341.92,0.5,False,0.0
E00134,C0419,15349.5,INVOICE_OVERDUE,Bank_C,E23,P017,UPI,0.45,True,15349.5,0.55,True,15349.5,0.5,True,15349.5
E00135,C0459,23356.98,CHECKOUT_ABANDONED,Bank_A,E42,P009,CARD,0.10000000000000003,False,0.0,0.6000000000000001,False,0.0,0.75,True,23356.98
E00136,C0572,18179.12,INVOICE_OVERDUE,Bank_C,E11,P008,NETBANKING,0.45,True,18179.12,0.55,True,18179.12,0.5,True,18179.12
E00137,C0165,20715.75,CHECKOUT_ABANDONED,Bank_B,E42,P005,NETBANKING,0.30000000000000004,False,0.0,0.6000000000000001,False,0.0,0.6,True,20715.75
E00138,C0042,8246.82,INVOICE_OVERDUE,Bank_B,E17,P018,WALLET,0.45,False,0.0,0.55,True,8246.82,0.5,False,0.0
E00139,C0422,11835.65,INVOICE_OVERDUE,Bank_D,E17,P001,NETBANKING,0.45,True,11835.65,0.55,False,0.0,0.5,False,0.0
E00140,C0503,22539.58,PAYMENT_FAILED,Bank_A,E42,P002,CARD,0.3,False,0.0,0.4,False,0.0,0.75,True,22539.58
E00141,C0646,3364.0,SUBSCRIPTION_FAILED,Bank_D,E23,P003,NETBANKING,0.45,False,0.0,0.4,False,0.0,0.65,True,3364.0
E00142,C0669,19953.62,INVOICE_OVERDUE,Bank_B,E42,P001,WALLET,0.30000000000000004,True,19953.62,0.55,True,19953.62,0.6,True,19953.62
E00143,C0097,4216.03,PAYMENT_FAILED,Bank_C,E42,P005,NETBANKING,0.5,True,4216.03,0.4,False,0.0,0.6,False,0.0
E00144,C0517,17994.57,CHECKOUT_ABANDONED,Bank_A,E42,P010,UPI,0.10000000000000003,False,0.0,0.6000000000000001,False,0.0,0.75,True,17994.57
E00145,C0216,21238.08,SUBSCRIPTION_FAILED,Bank_A,E23,P020,WALLET,0.45,True,21238.08,0.4,False,0.0,0.65,True,21238.08
E00146,C0844,6116.66,PAYMENT_FAILED,Bank_A,E42,P013,CARD,0.3,True,6116.66,0.4,False,0.0,0.75,False,0.0
E00147,C0811,13796.75,INVOICE_OVERDUE,Bank_A,E42,P005,WALLET,0.10000000000000003,False,0.0,0.55,False,0.0,0.75,False,0.0
E00148,C0023,6070.1,CHECKOUT_ABANDONED,Bank_B,E42,P015,CARD,0.30000000000000004,False,0.0,0.6000000000000001,False,0.0,0.6,True,6070.1
E00149,C0210,3908.35,PAYMENT_FAILED,Bank_D,E17,P001,NETBANKING,0.65,True,3908.35,0.4,False,0.0,0.5,False,0.0
E00150,C0324,14345.76,INVOICE_OVERDUE,Bank_A,E42,P005,WALLET,0.10000000000000003,False,0.0,0.55,True,14345.76,0.75,True,14345.76
E00151,C0378,14619.06,PAYMENT_FAILED,Bank_A,E42,P009,CARD,0.3,False,0.0,0.4,True,14619.06,0.75,False,0.0
E00152,C0407,23176.43,PAYMENT_FAILED,Bank_B,E42,P001,CARD,0.5,True,23176.43,0.4,True,23176.43,0.6,True,23176.43
E00153,C0825,3554.24,INVOICE_OVERDUE,Bank_B,E17,P001,NETBANKING,0.45,True,3554.24,0.55,False,0.0,0.5,True,3554.24
E00154,C0969,10275.57,SUBSCRIPTION_FAILED,Bank_C,E42,P009,CARD,0.30000000000000004,False,0.0,0.4,False,0.0,0.75,True,10275.57
E00155,C0244,3299.55,PAYMENT_FAILED,Bank_A,E17,P011,CARD,0.65,False,0.0,0.4,False,0.0,0.5,False,0.0
E00156,C0640,23002.14,CHECKOUT_ABANDONED,Bank_B,E23,P011,NETBANKING,0.45,True,23002.14,0.6000000000000001,True,23002.14,0.5,True,23002.14
E00157,C0180,14651.98,INVOICE_OVERDUE,Bank_C,E17,P006,UPI,0.45,False,0.0,0.55,True,14651.98,0.5,True,14651.98
E00158,C0666,7300.89,SUBSCRIPTION_FAILED,Bank_A,E11,P018,UPI,0.45,False,0.0,0.4,False,0.0,0.65,True,7300.89
E00159,C0630,4142.24,PAYMENT_FAILED,Bank_A,E42,P008,UPI,0.3,True,4142.24,0.4,False,0.0,0.75,False,0.0
E00160,C0891,18874.03,CHECKOUT_ABANDONED,Bank_D,E11,P019,CARD,0.45,False,0.0,0.6000000000000001,True,18874.03,0.5,False,0.0
E00161,C0144,9754.29,PAYMENT_FAILED,Bank_A,E42,P008,NETBANKING,0.3,False,0.0,0.4,False,0.0,0.75,True,9754.29
E00162,C0502,13427.37,SUBSCRIPTION_FAILED,Bank_B,E23,P017,CARD,0.45,False,0.0,0.4,True,13427.37,0.65,True,13427.37
E00163,C0925,4957.24,INVOICE_OVERDUE,Bank_C,E23,P007,NETBANKING,0.45,False,0.0,0.55,True,4957.24,0.5,True,4957.24
E00164,C0993,13401.17,CHECKOUT_ABANDONED,Bank_B,E23,P018,NETBANKING,0.45,False,0.0,0.6000000000000001,True,13401.17,0.5,True,13401.17
E00165,C0983,6720.27,SUBSCRIPTION_FAILED,Bank_A,E11,P008,CARD,0.45,True,6720.27,0.4,True,6720.27,0.65,False,0.0
E00166,C0264,16492.28,SUBSCRIPTION_FAILED,Bank_A,E23,P002,NETBANKING,0.45,False,0.0,0.4,False,0.0,0.65,True,16492.28
E00167,C0912,20267.83,INVOICE_OVERDUE,Bank_B,E42,P004,WALLET,0.30000000000000004,False,0.0,0.55,True,20267.83,0.6,True,20267.83
E00168,C0978,8437.76,SUBSCRIPTION_FAILED,Bank_A,E42,P007,CARD,0.10000000000000003,False,0.0,0.4,True,8437.76,0.9,True,8437.76
E00169,C0915,3508.03,SUBSCRIPTION_FAILED,Bank_C,E11,P004,UPI,0.45,True,3508.03,0.4,True,3508.03,0.65,True,3508.03
E00170,C0523,15806.65,SUBSCRIPTION_FAILED,Bank_B,E11,P010,NETBANKING,0.45,False,0.0,0.4,False,0.0,0.65,True,15806.65
E00171,C0805,20851.04,INVOICE_OVERDUE,Bank_C,E23,P006,WALLET,0.45,False,0.0,0.55,True,20851.04,0.5,False,0.0
E00172,C0506,5878.01,INVOICE_OVERDUE,Bank_A,E42,P012,WALLET,0.10000000000000003,True,5878.01,0.55,False,0.0,0.75,True,5878.01
E00173,C0128,22416.53,SUBSCRIPTION_FAILED,Bank_A,E42,P017,CARD,0.10000000000000003,False,0.0,0.4,True,22416.53,0.9,True,22416.53
E00174,C0281,17621.72,INVOICE_OVERDUE,Bank_A,E42,P007,UPI,0.10000000000000003,False,0.0,0.55,True,17621.72,0.75,True,17621.72
E00175,C0029,3740.77,INVOICE_OVERDUE,Bank_C,E17,P013,CARD,0.45,False,0.0,0.55,True,3740.77,0.5,True,3740.77
