event_id,customer_id,amount,event_type,bank,error_code,product_id,payment_method
E00110,C0298,14654.96,SUBSCRIPTION_FAILED,Bank_D,E23,P019,UPI
E00111,C0220,22400.63,SUBSCRIPTION_FAILED,Bank_A,E42,P018,NETBANKING
E00112,C0312,17325.47,CHECKOUT_ABANDONED,Bank_B,E42,P018,WALLET
E00113,C0520,24462.35,INVOICE_OVERDUE,Bank_A,E42,P007,CARD
E00114,C0923,4314.19,PAYMENT_FAILED,Bank_C,E42,P016,UPI
E00115,C0803,14958.69,INVOICE_OVERDUE,Bank_D,E23,P020,UPI
E00116,C0859,20601.1,SUBSCRIPTION_FAILED,Bank_D,E42,P012,CARD
E00117,C0888,8745.87,SUBSCRIPTION_FAILED,Bank_A,E42,P012,UPI
E00118,C0207,7386.51,INVOICE_OVERDUE,Bank_A,E42,P002,CARD
E00119,C0119,15556.57,INVOICE_OVERDUE,Bank_C,E11,P011,UPI
E00120,C0079,20619.72,PAYMENT_FAILED,Bank_B,E11,P004,UPI
E00121,C0444,9502.98,INVOICE_OVERDUE,Bank_B,E17,P011,WALLET
E00122,C0184,15500.28,PAYMENT_FAILED,Bank_D,E17,P001,NETBANKING
E00123,C0948,13832.12,SUBSCRIPTION_FAILED,Bank_C,E11,P015,CARD
E00124,C0643,18998.84,SUBSCRIPTION_FAILED,Bank_D,E23,P001,CARD
E00125,C0433,16860.19,INVOICE_OVERDUE,Bank_B,E17,P004,NETBANKING
E00126,C0823,20132.64,INVOICE_OVERDUE,Bank_A,E42,P012,UPI
E00127,C0594,1591.18,SUBSCRIPTION_FAILED,Bank_D,E11,P014,UPI
E00128,C0450,1457.15,SUBSCRIPTION_FAILED,Bank_A,E42,P010,UPI
E00129,C0228,20991.41,PAYMENT_FAILED,Bank_C,E42,P002,NETBANKING
E00130,C0369,15080.56,SUBSCRIPTION_FAILED,Bank_C,E11,P013,CARD
E00131,C0032,12414.56,PAYMENT_FAILED,Bank_D,E42,P013,NETBANKING
E00132,C0437,21434.5,CHECKOUT_ABANDONED,Bank_C,E42,P010,WALLET
E00133,C0505,20422.35,PAYMENT_FAILED,Bank_A,E42,P003,CARD
E00134,C0344,10418.24,PAYMENT_FAILED,Bank_D,E11,P014,WALLET
E00135,C0771,5998.19,SUBSCRIPTION_FAILED,Bank_D,E42,P008,CARD
E00136,C0491,4694.47,SUBSCRIPTION_FAILED,Bank_C,E11,P005,WALLET
E00137,C0037,14907.43,INVOICE_OVERDUE,Bank_A,E17,P001,WALLET
E00138,C0492,6922.68,CHECKOUT_ABANDONED,Bank_C,E42,P004,WALLET
E00139,C0760,21871.86,SUBSCRIPTION_FAILED,Bank_D,E11,P003,NETBANKING
E00140,C0966,15799.9,CHECKOUT_ABANDONED,Bank_D,E17,P011,NETBANKING
E00141,C0015,4967.81,SUBSCRIPTION_FAILED,Bank_B,E17,P006,CARD
E00142,C0597,21587.38,PAYMENT_FAILED,Bank_D,E23,P013,UPI
E00143,C0712,6159.61,CHECKOUT_ABANDONED,Bank_A,E42,P001,NETBANKING
E00144,C0627,23351.15,INVOICE_OVERDUE,Bank_A,E42,P008,NETBANKING
E00145,C0694,17532.06,PAYMENT_FAILED,Bank_C,E23,P016,WALLET
E00146,C0740,5704.57,SUBSCRIPTION_FAILED,Bank_B,E23,P004,NETBANKING
E00147,C0363,2709.91,INVOICE_OVERDUE,Bank_C,E42,P004,UPI
E00148,C0271,24945.2,PAYMENT_FAILED,Bank_C,E11,P013,NETBANKING
E00149,C0051,21225.46,SUBSCRIPTION_FAILED,Bank_A,E42,P012,UPI
E00150,C0577,5283.27,SUBSCRIPTION_FAILED,Bank_A,E23,P010,CARD
E00151,C0343,13349.56,CHECKOUT_ABANDONED,Bank_A,E42,P001,CARD
E00152,C0753,10256.96,CHECKOUT_ABANDONED,Bank_B,E11,P005,NETBANKING
E00153,C0082,19872.7,PAYMENT_FAILED,Bank_A,E23,P019,NETBANKING
E00154,C0981,19661.3,PAYMENT_FAILED,Bank_D,E11,P014,UPI
E00155,C0350,22116.98,CHECKOUT_ABANDONED,Bank_A,E17,P017,CARD
E00156,C0552,4609.48,CHECKOUT_ABANDONED,Bank_B,E23,P009,WALLET
E00157,C0644,9001.33,INVOICE_OVERDUE,Bank_A,E42,P016,UPI
E00158,C0803,11581.08,SUBSCRIPTION_FAILED,Bank_B,E42,P001,WALLET
E00159,C0582,22081.0,INVOICE_OVERDUE,Bank_C,E42,P011,NETBANKING
E00160,C0961,15967.28,PAYMENT_FAILED,Bank_A,E42,P005,NETBANKING
E00161,C0090,10640.44,INVOICE_OVERDUE,Bank_C,E42,P015,NETBANKING
E00162,C0678,15191.93,SUBSCRIPTION_FAILED,Bank_B,E11,P010,NETBANKING
E00163,C0626,23364.58,CHECKOUT_ABANDONED,Bank_B,E17,P003,CARD
E00164,C0603,10013.7,PAYMENT_FAILED,Bank_C,E17,P007,NETBANKING
E00165,C0919,12649.74,CHECKOUT_ABANDONED,Bank_A,E17,P013,UPI
E00166,C0950,18228.27,INVOICE_OVERDUE,Bank_A,E17,P020,CARD
E00167,C0575,17628.0,PAYMENT_FAILED,Bank_B,E17,P019,WALLET
E00168,C0065,18685.53,PAYMENT_FAILED,Bank_D,E11,P004,UPI
E00169,C0564,1248.01,PAYMENT_FAILED,Bank_B,E42,P012,UPI
E00170,C0810,4983.98,PAYMENT_FAILED,Bank_A,E42,P013,WALLET
E00171,C0728,18782.72,PAYMENT_FAILED,Bank_B,E42,P006,NETBANKING
E00172,C0394,20822.89,INVOICE_OVERDUE,Bank_B,E17,P006,NETBANKING
E00173,C0286,23908.19,PAYMENT_FAILED,Bank_A,E17,P015,NETBANKING
E00174,C0986,24746.66,CHECKOUT_ABANDONED,Bank_D,E42,P012,WALLET
E00175,C0735,20777.68,PAYMENT_FAILED,Bank_D,E17,P019,CARD
E00176,C0895,17819.23,PAYMENT_FAILED,Bank_C,E42,P001,CARD
E00177,C0094,24829.94,CHECKOUT_ABANDONED,Bank_B,E17,P002,NETBANKING
E00178,C0367,12881.05,CHECKOUT_ABANDONED,Bank_A,E42,P012,WALLET
E00179,C0913,24556.62,SUBSCRIPTION_FAILED,Bank_B,E11,P013,WALLET
E00180,C0156,19906.12,PAYMENT_FAILED,Bank_A,E11,P008,NETBANKING
E00181,C0388,13635.29,INVOICE_OVERDUE,Bank_A,E42,P016,CARD
E00182,C0248,22354.65,SUBSCRIPTION_FAILED,Bank_B,E23,P011,WALLET
E00183,C0123,5842.07,INVOICE_OVERDUE,Bank_A,E42,P013,CARD
E00184,C0184,16762.16,SUBSCRIPTION_FAILED,Bank_A,E42,P004,NETBANKING
E00185,C0108,21538.92,PAYMENT_FAILED,Bank_A,E42,P005,NETBANKING
E00186,C0796,17650.65,INVOICE_OVERDUE,Bank_D,E23,P013,UPI
E00187,C0799,14088.68,PAYMENT_FAILED,Bank_A,E23,P006,UPI
E00188,C0251,15576.52,PAYMENT_FAILED,Bank_A,E42,P005,WALLET
E00189,C0474,15447.02,INVOICE_OVERDUE,Bank_D,E17,P018,UPI
E00190,C0164,16869.35,SUBSCRIPTION_FAILED,Bank_A,E42,P016,CARD
E00191,C0329,10919.72,CHECKOUT_ABANDONED,Bank_A,E42,P008,CARD
E00192,C0349,20494.74,SUBSCRIPTION_FAILED,Bank_A,E42,P017,CARD
E00193,C0772,8287.74,CHECKOUT_ABANDONED,Bank_B,E23,P017,UPI
E00194,C0948,10230.23,INVOICE_OVERDUE,Bank_B,E42,P007,UPI
E00195,C0239,19361.99,SUBSCRIPTION_FAILED,Bank_D,E17,P012,NETBANKING
E00196,C0420,21191.51,PAYMENT_FAILED,Bank_B,E42,P001,NETBANKING
E00197,C0559,8909.54,PAYMENT_FAILED,Bank_C,E17,P002,WALLET
E00198,C0032,19602.27,CHECKOUT_ABANDONED,Bank_A,E23,P020,WALLET
E00199,C0650,3789.72,SUBSCRIPTION_FAILED,Bank_B,E23,P017,UPI
E00200,C0311,20833.1,INVOICE_OVERDUE,Bank_A,E42,P014,UPI
E00201,C0990,10878.07,CHECKOUT_ABANDONED,Bank_A,E23,P016,CARD
E00202,C0561,21135.01,INVOICE_OVERDUE,Bank_B,E42,P006,NETBANKING
E00203,C0283,12498.51,INVOICE_OVERDUE,Bank_B,E23,P002,NETBANKING
E00204,C0350,8684.98,CHECKOUT_ABANDONED,Bank_A,E42,P012,CARD
E00205,C0513,13038.28,SUBSCRIPTION_FAILED,Bank_D,E23,P006,WALLET
E00206,C0492,21634.16,SUBSCRIPTION_FAILED,Bank_A,E42,P009,WALLET
E00207,C0630,18503.15,SUBSCRIPTION_FAILED,Bank_A,E42,P011,CARD
E00208,C0251,17308.67,CHECKOUT_ABANDONED,Bank_A,E42,P004,UPI
E00209,C0747,17616.98,PAYMENT_FAILED,Bank_C,E17,P003,CARD
E00210,C0548,915.91,INVOICE_OVERDUE,Bank_B,E17,P012,UPI
E00211,C0899,24106.58,SUBSCRIPTION_FAILED,Bank_C,E17,P019,UPI
E00212,C0785,9517.52,SUBSCRIPTION_FAILED,Bank_C,E23,P005,UPI
E00213,C0675,4681.76,INVOICE_OVERDUE,Bank_B,E42,P019,UPI
E00214,C0108,12330.84,PAYMENT_FAILED,Bank_C,E23,P011,CARD
E00215,C0269,10097.96,SUBSCRIPTION_FAILED,Bank_B,E11,P016,UPI
E00216,C0991,4045.76,CHECKOUT_ABANDONED,Bank_D,E17,P010,WALLET
E00217,C0603,4415.37,SUBSCRIPTION_FAILED,Bank_A,E23,P018,WALLET
E00218,C0151,1485.9,PAYMENT_FAILED,Bank_A,E42,P007,UPI
E00219,C0998,17528.85,PAYMENT_FAILED,Bank_B,E42,P008,WALLET
E00220,C0519,22732.72,PAYMENT_FAILED,Bank_A,E42,P003,UPI
E00221,C0127,21761.28,SUBSCRIPTION_FAILED,Bank_A,E42,P001,NETBANKING
E00222,C0928,8836.79,CHECKOUT_ABANDONED,Bank_A,E42,P003,UPI
E00223,C0063,17737.33,PAYMENT_FAILED,Bank_D,E11,P006,NETBANKING
E00224,C0856,7565.62,CHECKOUT_ABANDONED,Bank_A,E42,P016,WALLET
E00225,C0755,4155.6,CHECKOUT_ABANDONED,Bank_A,E42,P001,UPI
E00226,C0485,3761.87,SUBSCRIPTION_FAILED,Bank_D,E42,P017,WALLET
E00227,C0956,11675.08,SUBSCRIPTION_FAILED,Bank_B,E23,P012,NETBANKING
E00228,C0907,16689.32,INVOICE_OVERDUE,Bank_C,E23,P006,NETBANKING
E00229,C0311,23458.37,CHECKOUT_ABANDONED,Bank_C,E23,P015,NETBANKING
E00230,C0489,2335.25,SUBSCRIPTION_FAILED,Bank_B,E17,P008,WALLET
E00231,C0931,13522.04,SUBSCRIPTION_FAILED,Bank_D,E42,P004,WALLET
E00232,C0286,22450.86,INVOICE_OVERDUE,Bank_C,E42,P003,UPI
E00233,C0786,20747.8,PAYMENT_FAILED,Bank_D,E42,P003,UPI
E00234,C0933,4458.32,SUBSCRIPTION_FAILED,Bank_B,E23,P006,UPI
E00235,C0654,17874.83,CHECKOUT_ABANDONED,Bank_A,E23,P004,NETBANKING
E00236,C0702,21288.18,CHECKOUT_ABANDONED,Bank_D,E17,P014,CARD
E00237,C0279,8581.81,PAYMENT_FAILED,Bank_A,E17,P007,NETBANKING
E00238,C0815,1842.03,INVOICE_OVERDUE,Bank_D,E42,P020,NETBANKING
E00239,C0002,16830.26,SUBSCRIPTION_FAILED,Bank_A,E42,P008,NETBANKING
E00240,C0542,5621.06,SUBSCRIPTION_FAILED,Bank_A,E42,P017,WALLET
E00241,C0308,16425.92,INVOICE_OVERDUE,Bank_A,E42,P006,UPI
E00242,C0957,18356.52,CHECKOUT_ABANDONED,Bank_A,E42,P020,UPI
E00243,C0338,2535.55,INVOICE_OVERDUE,Bank_C,E23,P016,CARD
E00244,C0808,23659.5,SUBSCRIPTION_FAILED,Bank_B,E23,P011,CARD
E00245,C0054,8759.05,INVOICE_OVERDUE,Bank_A,E23,P012,NETBANKING
E00246,C0492,9872.54,PAYMENT_FAILED,Bank_A,E42,P020,UPI
E00247,C0153,17634.76,SUBSCRIPTION_FAILED,Bank_A,E42,P019,CARD
E00248,C0505,2683.39,SUBSCRIPTION_FAILED,Bank_A,E17,P003,UPI
E00249,C0073,10144.42,SUBSCRIPTION_FAILED,Bank_A,E17,P014,CARD
E00250,C0377,1687.24,PAYMENT_FAILED,Bank_C,E11,P009,UPI
E00251,C0913,649.79,INVOICE_OVERDUE,Bank_A,E11,P001,UPI
E00252,C0305,9766.52,PAYMENT_FAILED,Bank_C,E23,P018,UPI
E00253,C0320,18096.95,INVOICE_OVERDUE,Bank_C,E42,P016,CARD
E00254,C0287,19013.93,PAYMENT_FAILED,Bank_C,E42,P001,CARD
E00255,C0195,19419.54,PAYMENT_FAILED,Bank_A,E11,P010,CARD
E00256,C0139,17839.47,INVOICE_OVERDUE,Bank_A,E11,P005,WALLET
E00257,C0698,22797.08,PAYMENT_FAILED,Bank_B,E17,P010,UPI
E00258,C0246,1001.82,PAYMENT_FAILED,Bank_C,E17,P009,UPI
E00259,C0332,7675.55,SUBSCRIPTION_FAILED,Bank_D,E42,P004,NETBANKING
E00260,C0661,3021.93,CHECKOUT_ABANDONED,Bank_C,E42,P008,NETBANKING
E00261,C0884,2336.65,CHECKOUT_ABANDONED,Bank_D,E11,P020,UPI
E00262,C0606,16217.68,INVOICE_OVERDUE,Bank_C,E23,P016,UPI
E00263,C0140,996.64,PAYMENT_FAILED,Bank_C,E23,P006,WALLET
E00264,C0008,9033.5,INVOICE_OVERDUE,Bank_D,E17,P019,WALLET
E00265,C0317,1760.5,CHECKOUT_ABANDONED,Bank_B,E23,P012,UPI
E00266,C0220,13336.63,CHECKOUT_ABANDONED,Bank_A,E42,P002,NETBANKING
E00267,C0722,19420.33,CHECKOUT_ABANDONED,Bank_B,E17,P007,UPI
E00268,C0253,10734.2,INVOICE_OVERDUE,Bank_A,E42,P007,UPI
E00269,C0099,1066.66,INVOICE_OVERDUE,Bank_A,E11,P001,UPI
E00270,C0161,3296.42,SUBSCRIPTION_FAILED,Bank_B,E11,P007,CARD
E00271,C0926,23999.9,PAYMENT_FAILED,Bank_D,E23,P006,CARD
E00272,C0519,5738.18,SUBSCRIPTION_FAILED,Bank_D,E11,P018,NETBANKING
E00273,C0144,7532.4,CHECKOUT_ABANDONED,Bank_A,E42,P019,CARD
E00274,C0248,3390.72,CHECKOUT_ABANDONED,Bank_B,E23,P006,NETBANKING
E00275,C0653,11941.52,SUBSCRIPTION_FAILED,Bank_A,E42,P002,CARD
E00276,C0855,4665.67,CHECKOUT_ABANDONED,Bank_A,E42,P015,CARD
E00277,C0326,24021.2,INVOICE_OVERDUE,Bank_C,E42,P016,UPI
E00278,C0164,12825.83,CHECKOUT_ABANDONED,Bank_A,E42,P010,CARD
E00279,C0209,10215.83,INVOICE_OVERDUE,Bank_C,E23,P020,WALLET
E00280,C0856,2711.72,CHECKOUT_ABANDONED,Bank_D,E11,P004,NETBANKING
E00281,C0133,14035.19,INVOICE_OVERDUE,Bank_B,E42,P002,UPI
E00282,C0403,9644.83,INVOICE_OVERDUE,Bank_B,E11,P011,CARD
E00283,C0869,810.5,SUBSCRIPTION_FAILED,Bank_C,E23,P016,CARD
E00284,C0178,13301.88,PAYMENT_FAILED,Bank_C,E23,P018,NETBANKING
E00285,C0157,21031.18,SUBSCRIPTION_FAILED,Bank_C,E23,P014,UPI
E00286,C0104,6828.32,INVOICE_OVERDUE,Bank_A,E42,P007,UPI
E00287,C0747,3068.8,SUBSCRIPTION_FAILED,Bank_A,E23,P012,NETBANKING
E00288,C0337,6133.98,PAYMENT_FAILED,Bank_D,E11,P014,WALLET
E00289,C0820,10113.16,PAYMENT_FAILED,Bank_B,E42,P016,NETBANKING
E00290,C0531,12724.4,SUBSCRIPTION_FAILED,Bank_B,E11,P004,CARD
E00291,C0302,12411.24,CHECKOUT_ABANDONED,Bank_A,E42,P006,CARD
E00292,C0985,14576.73,INVOICE_OVERDUE,Bank_A,E42,P019,WALLET
E00293,C0048,6148.09,CHECKOUT_ABANDONED,Bank_A,E42,P015,NETBANKING
E00294,C0621,15470.36,SUBSCRIPTION_FAILED,Bank_A,E42,P013,WALLET
E00295,C0630,20464.32,SUBSCRIPTION_FAILED,Bank_C,E17,P014,WALLET
E00296,C0364,589.91,SUBSCRIPTION_FAILED,Bank_A,E42,P008,NETBANKING
E00297,C0764,10359.55,PAYMENT_FAILED,Bank_C,E42,P001,WALLET
E00298,C0044,22364.42,SUBSCRIPTION_FAILED,Bank_D,E23,P012,CARD
E00299,C0509,10868.19,SUBSCRIPTION_FAILED,Bank_C,E42,P016,WALLET
E00300,C0615,7582.14,SUBSCRIPTION_FAILED,Bank_C,E11,P013,UPI
E00301,C0696,20637.44,SUBSCRIPTION_FAILED,Bank_C,E42,P003,WALLET
E00302,C0387,24977.31,PAYMENT_FAILED,Bank_A,E42,P018,NETBANKING
E00303,C0528,4889.03,SUBSCRIPTION_FAILED,Bank_A,E11,P012,WALLET
E00304,C0204,17643.5,INVOICE_OVERDUE,Bank_A,E42,P015,CARD
E00305,C0686,708.09,SUBSCRIPTION_FAILED,Bank_A,E11,P005,CARD
E00306,C0272,13769.54,INVOICE_OVERDUE,Bank_C,E17,P014,NETBANKING
E00307,C0228,13390.69,INVOICE_OVERDUE,Bank_B,E17,P008,WALLET
E00308,C0444,19368.07,CHECKOUT_ABANDONED,Bank_A,E42,P015,WALLET
E00309,C0305,22857.13,PAYMENT_FAILED,Bank_A,E42,P008,UPI
E00310,C0560,10292.74,PAYMENT_FAILED,Bank_D,E23,P013,UPI
E00311,C0096,2276.99,INVOICE_OVERDUE,Bank_C,E17,P019,CARD
E00312,C0831,12086.33,INVOICE_OVERDUE,Bank_D,E17,P004,WALLET
E00313,C0841,8782.43,SUBSCRIPTION_FAILED,Bank_A,E42,P010,NETBANKING
E00314,C0970,5319.47,CHECKOUT_ABANDONED,Bank_D,E23,P003,WALLET
E00315,C0072,11631.73,PAYMENT_FAILED,Bank_D,E23,P019,WALLET
E00316,C0148,19389.89,PAYMENT_FAILED,Bank_D,E11,P020,CARD
